Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Syracuse,Syracuse_UNKNOWN_COACH,,19,1,7,4,14,1
Lafayette,L.A. Cobbett [323],,39,1,26,4,43,1
Baylor,Bubs Mosley [1317],,38,1,26,4,36,1
Dartmouth,Dartmouth_UNKNOWN_COACH,,35,1,26,4,36,1
Lehigh,Tom Keady [977],,34,1,26,4,36,1
California,Andy Smith [1697],,12,1,9,4,1,1
Oregon State,Bill Hargiss [776],,30,1,26,4,28,1
Navy,Gilmour Dobie [489],,20,1,26,4,14,1
Maryland,Curley Byrd [231],,11,1,26,4,1,1
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,31,1,26,4,28,1
Clemson,Edward Donahue [499],,27,1,26,4,28,1
Purdue,Butch Scanlon [1628],,47,1,15,4,48,1
Texas,William Juneau [972],,10,1,2,4,1,1
Virginia Tech,Charles Bernier [122],,11,1,26,4,1,1
Drake,Mark Banks [75],,19,1,26,4,14,1
Kansas State,Zora Clevenger [321],,11,1,26,4,1,1
Northwestern,Fred Murphy [1330],,33,1,24,4,36,1
Oklahoma State,Earl Pritchard [1495],,25,1,26,4,14,1
Auburn,Mike Donahue [500],,31,1,26,4,28,1
Furman,Furman_UNKNOWN_COACH,,34,1,26,4,36,1
Michigan,Fielding Yost [2036],,9,1,4,4,1,1
Colorado,Joe Mills [1280],,21,1,26,4,14,1
Pennsylvania,Pennsylvania_UNKNOWN_COACH,,20,1,19,4,14,1
Arkansas,Norman Paine [1421],,21,1,26,4,14,1
Southern Methodist,J. Rix [1552],,27,1,23,4,28,1
Rice,John Anderson [38],,20,1,20,4,14,1
Chicago,Amos Alonzo Stagg [1730],,47,1,26,4,49,1
Iowa,Howard Jones [962],,27,1,5,4,28,1
Brown,Edward Robinson [1561],,26,1,22,4,28,1
Michigan State,George Gauthier [679],,47,1,10,4,45,1
Georgia Tech,John Heisman [821],,20,1,8,4,14,1
Oregon,Shy Huntington [905],,22,1,26,4,14,1
Mare Island Marines,Mare Island Marines_UNKNOWN_COACH,,21,1,26,4,14,1
Texas Christian,E.M. Tipton [1845],,20,1,26,4,14,1
Notre Dame,Knute Rockne [1568],,47,1,17,4,47,1
Vanderbilt,Ray Morrison [1310],,12,1,21,4,1,1
Pittsburgh,Pop Warner [1926],,10,1,3,4,1,1
Great Lakes Navy,Great Lakes Navy_UNKNOWN_COACH,,10,1,1,4,1,1
Wisconsin,Guy Lowman [1123],,38,1,14,4,43,1
Minnesota,Henry Williams [1985],,34,1,13,4,36,1
Illinois,Robert Zuppke [2053],,20,1,6,4,14,1
Ohio State,John Wilce [1977],,41,1,26,4,45,1
Rutgers,George Sanford [1615],,28,1,12,4,28,1
Mississippi State,Sid Robinson [1566],,11,1,26,4,1,1
Oklahoma,Bennie Owen [1412],,10,1,26,4,1,1
Denver,John Fike [620],,11,1,16,4,1,1
Washington (MO),R.B. Rutherford [1605],,11,1,11,4,1,1
Nebraska,William Kline [1027],,35,1,25,4,36,1
Texas A&M,Tubby Graves [723],,20,1,18,4,14,1
