Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Wake Forest,Hank Garrity [677],,94,22,62,30,76,7
Lafayette,Jock Sutherland [1792],,79,22,26,30,34,7
Washington & Lee,Jimmy DeHart [456],,76,22,28,30,66,7
William & Mary,J. Wilder Tasker [1808],,72,22,97,30,52,7
Lehigh,James Baldwin [69],,77,22,43,30,43,7
Gonzaga,Gus Dorais [512],,28,22,60,30,52,7
Dartmouth,Jesse Hawley [808],,15,22,52,30,12,7
California,Andy Smith [1697],,8,22,12,30,1,7
Sewanee,M.S. Bennett [117],,75,22,58,30,76,7
Tennessee,Mark Banks [75],,65,22,38,30,76,7
Chattanooga,Bill McAllester [1176],,89,22,97,30,103,7
Colorado College,Tefler Meade [1242],,13,22,44,30,12,7
Erskine,Erskine_UNKNOWN_COACH,,107,22,95,30,110,7
Washington & Jefferson,John Heisman [821],,81,22,7,30,1,7
Yale,Tad Jones [968],,9,22,13,30,1,7
Mississippi,Roland Cowell [375],,70,22,85,30,95,7
Purdue,James Phelan [1460],,50,22,93,30,43,7
Clemson,Bud Saunders [1623],,81,22,20,30,84,7
Grinnell,Mal Elward [562],,77,22,89,30,34,7
Virginia Tech,B.C. Cubbage [410],,76,22,17,30,76,7
Drake,Ossie Solem [1720],,13,22,48,30,12,7
Kansas State,Charlie Bachman [56],,85,22,66,30,24,7
Wyoming,John Corbett [360],,35,22,97,30,66,7
Kansas,Potsy Clark [317],,6,22,34,30,1,7
Penn State,Hugo Bezdek [130],,85,22,4,30,34,7
Furman,Furman_UNKNOWN_COACH,,68,22,31,30,91,7
Fort Benning,Fort Benning_UNKNOWN_COACH,,103,22,97,30,110,7
Cornell,Gilmour Dobie [489],,8,22,5,30,1,7
Missouri,Gwinn Henry [827],,88,22,63,30,95,7
Mercer,Mercer_UNKNOWN_COACH,,85,22,67,30,100,7
Birmingham-Southern,Birmingham-Southern_UNKNOWN_COACH,,91,22,97,30,105,7
Oregon,Shy Huntington [905],,35,22,92,30,76,7
Vanderbilt,Dan McGugin [1210],,16,22,30,30,12,7
Wisconsin,Jack Ryan [1606],,20,22,73,30,24,7
Colorado State,Harry Hughes [900],,20,22,37,30,24,7
Colgate,Dick Harlow [779],,65,22,3,30,52,7
Duke,S.M. Alexander [14],,96,22,84,30,100,7
Brigham Young,Alvin Twitchell [1870],,34,22,82,30,66,7
Washington,Enoch Bagshaw [61],,14,22,29,30,12,7
Illinois,Robert Zuppke [2053],,7,22,8,30,1,7
Northern Colorado,George Cooper [354],,39,22,97,30,84,7
Oglethorpe,Jim Robertson [1558],,87,22,51,30,95,7
Rutgers,George Sanford [1615],,60,22,45,30,24,7
Princeton,Princeton_UNKNOWN_COACH,,68,22,97,30,76,7
Carnegie Mellon,Walter Steffen [1742],,89,22,22,30,52,7
Kentucky,J.J. Winn [2001],,78,22,97,30,84,7
Utah,Thomas Fitzpatrick [629],,31,22,75,30,52,7
Georgia,George Woodruff [2017],,56,22,40,30,66,7
Nebraska,Fred Dawson [448],,52,22,10,30,12,7
Syracuse,Chick Meehan [1245],,56,22,2,30,1,7
Army,John McEwan [1206],,50,22,25,30,34,7
South Carolina,Sol Metzger [1256],,102,22,49,30,107,7
Baylor,Frank Bridges [187],,13,22,65,30,12,7
Colorado Mines,Tim Callahan [245],,31,22,94,30,52,7
Samford,Harris Cope [359],,79,22,97,30,95,7
Alabama,Wallace Wade [1902],,57,22,41,30,52,7
Florida,J.A. Van Fleet [1881],,50,22,39,30,43,7
Wofford,Rip Major [1141],,105,22,78,30,109,7
Centre,Charley Moran [1303],,72,22,16,30,52,7
Oregon State,R.B. Rutherford [1605],,29,22,97,30,52,7
Navy,Navy_UNKNOWN_COACH,,72,22,11,30,43,7
Presbyterian,Walter Johnson [955],,98,22,55,30,105,7
Montana State,Ott Romney [1581],,38,22,81,30,76,7
Maryland,Curley Byrd [231],,69,22,27,30,12,7
West Virginia,West Virginia_UNKNOWN_COACH,,68,22,9,30,12,7
Idaho,Robert Mathews [1170],,25,22,35,30,43,7
Virginia,Greasy Neale [1348],,85,22,79,30,95,7
Texas,Edward Stewart [1748],,8,22,24,30,1,7
Whitman,Whitman_UNKNOWN_COACH,,38,22,97,30,84,7
Northwestern,Glenn Thistlethwaite [1826],,50,22,97,30,52,7
Southern California,Gus Henderson [824],,18,22,33,30,24,7
Oklahoma State,John Maulbetsch [1172],,70,22,87,30,43,7
Washington State,Albert Exendine [586],,31,22,90,30,66,7
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,63,22,21,30,52,7
Harvard,Robert Fisher [624],,71,22,88,30,66,7
Auburn,Boozer Pitts [1471],,72,22,74,30,76,7
