Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Jim Mora [1302],,49,112,20,133,15,56
Middle Tennessee State,Rick Stockstill [1762],,101,112,78,133,84,56
Wake Forest,Jim Grobe [736],,74,112,93,133,84,56
New Mexico,Bob Davie [440],,96,112,106,133,101,56
Old Dominion,Old Dominion_UNKNOWN_COACH,,86,112,121,133,94,56
Southern Mississippi,Todd Monken [1293],,115,112,113,133,115,56
California,Sonny Dykes [542],,68,112,121,133,60,56
Cincinnati,Tommy Tuberville [1867],,76,112,80,133,72,56
Troy,Larry Blakeney [150],,89,112,74,133,84,56
Tennessee,Butch Jones [959],,22,112,12,133,36,56
Memphis,Justin Fuente [660],,92,112,90,133,125,56
Texas State,Dennis Franchione [645],,94,112,83,133,90,56
Mississippi,Hugh Freeze [652],,13,112,21,133,27,56
Purdue,Darrell Hazell [817],,61,112,121,133,74,56
Clemson,Dabo Swinney [1801],,5,112,22,133,5,56
Virginia Tech,Frank Beamer [102],,80,112,31,133,27,56
Temple,Matt Rhule [1543],,91,112,107,133,124,56
Alabama-Birmingham,Garrick McGee [1207],,114,112,115,133,118,56
Kansas State,Bill Snyder [1716],,17,112,38,133,50,56
Wyoming,Dave Christensen [304],,94,112,105,133,94,56
Kansas,Charlie Weis [1949],,37,112,97,133,77,56
Penn State,Bill O'Brien [1382],,49,112,52,133,30,56
Northern Illinois,Rod Carey [261],,49,112,49,133,52,56
Buffalo,Jeff Quinn [1504],,63,112,82,133,72,56
Boise State,Chris Petersen [1452],,70,112,77,133,48,56
Louisville,Charlie Strong [1779],,4,112,46,133,9,56
Missouri,Gary Pinkel [1467],,8,112,8,133,9,56
East Carolina,Ruffin McNeill [1236],,99,112,66,133,81,56
Oregon,Mark Helfrich [822],,42,112,19,133,9,56
Miami (OH),Mike Bath [96],Don Treadwell [1860],103,112,121,133,121,56
Bowling Green State,Dave Clawson [320],,64,112,48,133,70,56
Vanderbilt,James Franklin [647],,15,112,26,133,30,56
Marshall,Doc Holliday [863],,98,112,58,133,77,56
South Florida,Willie Taggart [1804],,93,112,95,133,126,56
Wisconsin,Gary Andersen [31],,38,112,44,133,15,56
Akron,Terry Bowden [167],,85,112,86,133,110,56
Colorado State,Jim McElwain [1203],,92,112,79,133,90,56
Duke,David Cutcliffe [426],,53,112,36,133,23,56
Brigham Young,Bronco Mendenhall [1249],,71,112,34,133,46,56
Washington,Steve Sarkisian [1618],,55,112,35,133,19,56
Illinois,Tim Beckman [104],,51,112,96,133,70,56
Louisiana-Lafayette,Mark Hudspeth [895],,74,112,54,133,52,56
Arizona State,Todd Graham [718],,54,112,16,133,9,56
Florida International,Ron Turner [1869],,115,112,118,133,121,56
Florida Atlantic,Carl Pelini [1445],,102,112,85,133,90,56
Rutgers,Kyle Flood [633],,80,112,92,133,101,56
Kent State,Paul Haynes [814],,87,112,99,133,112,56
Connecticut,Paul Pasqualoni [1432],TJ Weist [1950],89,112,102,133,94,56
Arizona,Rich Rodriguez [1573],,63,112,25,133,41,56
Kentucky,Mark Stoops [1769],,24,112,121,133,60,56
Air Force,Troy Calhoun [241],,98,112,121,133,106,56
Georgia,Mark Richt [1548],,17,112,5,133,33,56
Utah,Kyle Whittingham [1969],,65,112,24,133,44,56
Nebraska,Bo Pelini [1444],,41,112,29,133,27,56
Fresno State,Tim DeRuyter [465],,47,112,53,133,41,56
Syracuse,Scott Shafer [1655],,67,112,65,133,60,56
Army,Rich Ellerson [555],,109,112,109,133,110,56
South Carolina,Steve Spurrier [1728],,19,112,1,133,1,56
Baylor,Art Briles [188],,8,112,10,133,19,56
Eastern Michigan,Ron English [568],,102,112,114,133,112,56
Florida State,Jimbo Fisher [623],,1,112,4,133,1,56
South Alabama,Joey Jones [963],,93,112,57,133,66,56
Alabama,Nick Saban [1608],,7,112,17,133,9,56
Florida,Will Muschamp [1336],,21,112,59,133,34,56
Tulsa,Bill Blankenship [153],,103,112,100,133,84,56
Oregon State,Mike Riley [1550],,59,112,50,133,41,56
Texas Tech,Kliff Kingsbury [1018],,19,112,33,133,52,56
Massachusetts,Charley Molnar [1290],,97,112,119,133,118,56
Nevada-Las Vegas,Bobby Hauck [804],,90,112,81,133,84,56
Miami (FL),Al Golden [704],,47,112,41,133,30,56
Navy,Ken Niumatalolo [1368],,76,112,45,133,60,56
San Jose State,Ron Caragher [260],,89,112,62,133,66,56
Maryland,Randy Edsall [547],,81,112,67,133,90,56
New Mexico State,Doug Martin [1159],,116,112,117,133,118,56
Western Kentucky,Bobby Petrino [1455],,89,112,64,133,56,56
Ohio,Frank Solich [1721],,93,112,70,133,106,56
West Virginia,Dana Holgorsen [858],,40,112,39,133,94,56
Boston College,Steve Addazio [6],,78,112,69,133,66,56
