Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Wake Forest,J.L. White [1963],,71,29,77,46,80,12
Lafayette,Jock Sutherland [1792],,6,29,44,46,1,12
Washington & Lee,Bill Raftery [1509],,55,29,65,46,63,12
Lehigh,Frank Glick [702],,15,29,63,46,12,12
Dartmouth,Jack Cannell [258],,23,29,21,46,43,12
California,Andy Smith [1697],,6,29,24,46,1,12
Sewanee,John Nicholson [1365],,26,29,50,46,56,12
Tennessee,Mark Banks [75],,25,29,32,46,49,12
Chattanooga,Silas Williams [1988],,76,29,88,46,102,12
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,83,29,88,46,97,12
Colorado College,Poss Parsons [1431],,73,29,58,46,43,12
Erskine,Erskine_UNKNOWN_COACH,,41,29,55,46,67,12
Washington & Jefferson,Greasy Neale [1348],,7,29,26,46,1,12
Yale,Tad Jones [968],,47,29,25,46,37,12
Mississippi,R.L. Sullivan [1788],,88,29,88,46,97,12
Purdue,William Dietz [482],,62,29,84,46,43,12
Clemson,Edward Stewart [1748],,52,29,86,46,69,12
Grinnell,William Saunders [1624],,102,29,88,46,63,12
Virginia Tech,B.C. Cubbage [410],,62,29,51,46,67,12
Drake,Ossie Solem [1720],,99,29,37,46,12,12
Kansas State,Charlie Bachman [56],,98,29,15,46,43,12
Wyoming,John Corbett [360],,58,29,79,46,49,12
Kansas,Potsy Clark [317],,97,29,10,46,37,12
Penn State,Hugo Bezdek [130],,5,29,8,46,1,12
Furman,Furman_UNKNOWN_COACH,,39,29,22,46,56,12
Fort Benning,Fort Benning_UNKNOWN_COACH,,57,29,72,46,80,12
Cornell,Gilmour Dobie [489],,7,29,30,46,1,12
Missouri,James Phelan [1460],,97,29,14,46,1,12
Mercer,Mercer_UNKNOWN_COACH,,61,29,67,46,83,12
Birmingham-Southern,Van Gillam [693],,82,29,73,46,97,12
Oregon,Shy Huntington [905],,12,29,88,46,12,12
Vanderbilt,Dan McGugin [1210],,7,29,16,46,1,12
Wisconsin,J.R. Richards [1546],,42,29,29,46,24,12
Colorado State,Harry Hughes [900],,63,29,66,46,37,12
Colgate,Ellery Huntington [904],,59,29,74,46,49,12
Washington,Enoch Bagshaw [61],,21,29,88,46,30,12
Illinois,Robert Zuppke [2053],,53,29,2,46,30,12
Oglethorpe,Jogger Elcock [551],,52,29,62,46,76,12
Rutgers,George Sanford [1615],,52,29,61,46,49,12
Princeton,Princeton_UNKNOWN_COACH,,53,29,23,46,24,12
Kentucky,William Juneau [972],,37,29,88,46,63,12
Georgia,Herman Stegeman [1743],,42,29,17,46,49,12
Utah,Thomas Fitzpatrick [629],,12,29,54,46,12,12
Nebraska,Fred Dawson [448],,15,29,13,46,24,12
Syracuse,Chick Meehan [1245],,21,29,28,46,37,12
South Carolina,Sol Metzger [1256],,37,29,45,46,63,12
Baylor,Frank Bridges [187],,69,29,35,46,93,12
Colorado Mines,Colorado Mines_UNKNOWN_COACH,,73,29,71,46,56,12
Samford,Robert Marshall [1155],,83,29,88,46,103,12
Florida,William Kline [1027],,46,29,46,46,74,12
Alabama,Xen Scott [1647],,52,29,39,46,76,12
Wofford,John Gilroy [696],,74,29,88,46,89,12
Centre,Charley Moran [1303],,39,29,9,46,1,12
Oregon State,R.B. Rutherford [1605],,18,29,81,46,24,12
Navy,Navy_UNKNOWN_COACH,,10,29,43,46,12,12
Presbyterian,Walter Johnson [955],,72,29,88,46,86,12
Maryland,Curley Byrd [231],,58,29,56,46,43,12
West Virginia,West Virginia_UNKNOWN_COACH,,46,29,60,46,56,12
Idaho,Thomas Kelley [983],,18,29,78,46,24,12
Virginia,W. Warren [1930],,65,29,57,46,74,12
Texas,Berry Whitaker [1960],,12,29,52,46,12,12
Northwestern,Elmer McDevitt [1197],,63,29,88,46,49,12
Oklahoma State,John Maulbetsch [1172],,98,29,36,46,89,12
Washington State,Gus Welch [1951],,12,29,53,46,12,12
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,69,29,88,46,76,12
Harvard,Robert Fisher [624],,52,29,12,46,30,12
Auburn,Mike Donahue [500],,46,29,33,46,56,12
Michigan,Fielding Yost [2036],,46,29,31,46,12,12
North Carolina State,Harry Hartsell [797],,54,29,49,46,69,12
Colorado,Myron Witham [2006],,41,29,47,46,24,12
Pennsylvania,John Heisman [821],,22,29,82,46,37,12
Louisiana State,Louisiana State_UNKNOWN_COACH,,61,29,4,46,83,12
Arkansas,George McLaren [1222],,87,29,48,46,92,12
Tulane,Myron Fuller [663],,88,29,3,46,80,12
Southern Methodist,Bill Cunningham [414],J. Rix [1552],91,29,88,46,97,12
Rice,Phillip Arbuckle [45],,92,29,69,46,94,12
Newberry,Dutch McLean [1225],,44,29,88,46,69,12
Stanford,Conrad Van Gent [1882],,12,29,68,46,12,12
Columbia,Buck O'Neill [1391],,50,29,88,46,56,12
Richmond,Frank Dobson [490],,68,29,80,46,76,12
Chicago,Amos Alonzo Stagg [1730],,47,29,7,46,12,12
Iowa,Howard Jones [962],,7,29,5,46,1,12
Brown,Edward Robinson [1561],,54,29,76,46,43,12
Phillips,Phillips_UNKNOWN_COACH,,84,29,87,46,94,12
Georgia Tech,William Alexander [15],,11,29,20,46,12,12
Indiana,Jumbo Stiehm [1755],,59,29,83,46,37,12
Texas Christian,Bill Driver [523],,59,29,59,46,91,12
Notre Dame,Knute Rockne [1568],,11,29,11,46,12,12
Pittsburgh,Pop Warner [1926],,19,29,38,46,30,12
Spring Hill,Spring Hill_UNKNOWN_COACH,,77,29,85,46,97,12
Minnesota,Henry Williams [1985],,53,29,70,46,30,12
Mississippi College,Stanley Robinson [1567],,77,29,34,46,94,12
Citadel,Harry O'Brien [1383],,43,29,88,46,69,12
Ohio State,John Wilce [1977],,51,29,1,46,1,12
Mississippi State,Fred Holtkamp [875],,78,29,42,46,86,12
Oklahoma,Bennie Owen [1412],,97,29,18,46,30,12
Davidson,Wooly Grey [731],,73,29,75,46,83,12
North Carolina,Bob Fetzer [616],William Fetzer [617],56,29,40,46,73,12
Denver,Fred Murphy [1330],,69,29,64,46,30,12
Iowa State,Maury Kent [990],,100,29,19,46,56,12
Utah State,Utah State_UNKNOWN_COACH,,6,29,41,46,1,12
Washington (MO),George Rider [1549],,100,29,27,46,49,12
Texas A&M,Dana Bible [132],,47,29,6,46,86,12
