Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Mike Johnson [953],Rick Neuheisel [1357],75,124,61,155,50,70
Middle Tennessee State,Rick Stockstill [1762],,78,124,114,155,114,70
Wake Forest,Jim Grobe [736],,97,124,56,155,42,70
New Mexico,George Barlow [80],Mike Locksley [1111],89,124,116,155,99,70
Southern Mississippi,Larry Fedora [603],,50,124,12,155,1,70
California,Jeff Tedford [1819],,37,124,59,155,45,70
Cincinnati,Butch Jones [959],,42,124,41,155,38,70
Troy,Larry Blakeney [150],,76,124,101,155,111,70
Tennessee,Derek Dooley [508],,21,124,67,155,36,70
Memphis,Larry Porter [1483],,93,124,117,155,120,70
Mississippi,Houston Nutt [1380],,29,124,115,155,70,70
Purdue,Danny Hope [878],,56,124,66,155,65,70
Clemson,Dabo Swinney [1801],,73,124,26,155,14,70
Virginia Tech,Frank Beamer [102],,59,124,28,155,18,70
Temple,Steve Addazio [6],,77,124,76,155,80,70
Alabama-Birmingham,Neil Callaway [247],,93,124,36,155,118,70
Kansas State,Bill Snyder [1716],,10,124,7,155,10,70
Wyoming,Dave Christensen [304],,71,124,87,155,82,70
Kansas,Turner Gill [692],,27,124,80,155,53,70
Penn State,Tom Bradley [176],Joe Paterno [1433],38,124,42,155,14,70
Northern Illinois,Dave Doeren [494],,38,124,39,155,57,70
Buffalo,Jeff Quinn [1504],,94,124,94,155,111,70
Boise State,Chris Petersen [1452],,5,124,33,155,22,70
Louisville,Charlie Strong [1779],,100,124,29,155,65,70
Missouri,Gary Pinkel [1467],,19,124,18,155,22,70
East Carolina,Ruffin McNeil [1235],,87,124,81,155,75,70
Oregon,Chip Kelly [986],,7,124,11,155,7,70
Miami (OH),Don Treadwell [1860],,89,124,105,155,106,70
Bowling Green State,Dave Clawson [320],,88,124,92,155,103,70
Vanderbilt,James Franklin [647],,24,124,82,155,40,70
Marshall,Doc Holliday [863],,79,124,22,155,57,70
South Florida,Skip Holtz [877],,104,124,63,155,72,70
Wisconsin,Bret Bielema [136],,46,124,13,155,10,70
Akron,Rob Ianello [915],,94,124,119,155,114,70
Colorado State,Steve Fairchild [590],,94,124,110,155,97,70
Duke,David Cutcliffe [426],,105,124,96,155,61,70
Brigham Young,Bronco Mendenhall [1249],,24,124,58,155,50,70
Washington,Steve Sarkisian [1618],,39,124,64,155,42,70
Illinois,Vic Koenning [1035],Ron Zook [2052],60,124,49,155,18,70
Louisiana-Lafayette,Mark Hudspeth [895],,45,124,72,155,99,70
Arizona State,Dennis Erickson [576],,83,124,24,155,90,70
Florida International,Mario Cristobal [392],,67,124,65,155,101,70
Florida Atlantic,Howard Schnellenberger [1639],,77,124,119,155,117,70
Rutgers,Greg Schiano [1634],,96,124,23,155,70,70
Kent State,Darrell Hazell [817],,87,124,100,155,101,70
Connecticut,Paul Pasqualoni [1432],,81,124,51,155,67,70
Arizona,Tim Kish [1024],Mike Stoops [1770],84,124,69,155,97,70
Kentucky,Joker Phillips [1462],,26,124,85,155,67,70
Air Force,Troy Calhoun [241],,60,124,98,155,87,70
Utah,Kyle Whittingham [1969],,77,124,48,155,48,70
Georgia,Mark Richt [1548],,12,124,44,155,24,70
Nebraska,Bo Pelini [1444],,49,124,21,155,40,70
Fresno State,Pat Hill [847],,86,124,103,155,87,70
Syracuse,Doug Marrone [1154],,103,124,47,155,73,70
Army,Rich Ellerson [555],,99,124,108,155,111,70
South Carolina,Steve Spurrier [1728],,8,124,25,155,10,70
Baylor,Art Briles [188],,13,124,5,155,14,70
Eastern Michigan,Ron English [568],,72,124,97,155,103,70
Florida State,Jimbo Fisher [623],,84,124,46,155,31,70
Alabama,Nick Saban [1608],,2,124,2,155,1,70
Florida,Will Muschamp [1336],,19,124,62,155,34,70
Oregon State,Mike Riley [1550],,82,124,93,155,53,70
Tulsa,Bill Blankenship [153],,21,124,45,155,53,70
Texas Tech,Tommy Tuberville [1867],,23,124,35,155,31,70
Nevada-Las Vegas,Bobby Hauck [804],,85,124,112,155,90,70
Miami (FL),Al Golden [704],,104,124,53,155,48,70
San Jose State,Mike MacIntyre [1133],,93,124,91,155,85,70
Navy,Ken Niumatalolo [1368],,95,124,68,155,90,70
Maryland,Randy Edsall [547],,107,124,109,155,82,70
New Mexico State,DeWayne Walker [1910],,97,124,104,155,95,70
Western Kentucky,Willie Taggart [1804],,40,124,71,155,93,70
West Virginia,Dana Holgorsen [858],,51,124,19,155,7,70
Ohio,Frank Solich [1721],,85,124,50,155,79,70
Boston College,Frank Spaziani [1724],,103,124,78,155,45,70
San Diego State,Rocky Long [1116],,47,124,89,155,85,70
