Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,102,80,59,106,49,40
Wake Forest,Bill Dooley [507],,52,80,87,106,74,40
New Mexico,Mike Sheppard [1673],,91,80,38,106,99,40
Southern Mississippi,Curley Hallman [757],,57,80,6,106,61,40
California,Bruce Snyder [1717],,104,80,45,106,51,40
Cincinnati,Tim Murphy [1333],,66,80,97,106,74,40
Tennessee,Johnny Majors [1142],,6,80,7,106,8,40
Memphis,Chuck Stobart [1760],,65,80,94,106,71,40
Mississippi,Billy Brewer [181],,21,80,40,106,13,40
Purdue,Fred Akers [10],,30,80,84,106,63,40
Clemson,Danny Ford [640],,29,80,3,106,1,40
Virginia Tech,Frank Beamer [102],,37,80,30,106,16,40
Temple,Jerry Berndt [121],,75,80,98,106,78,40
Wyoming,Paul Roach [1553],,89,80,48,106,85,40
Kansas State,Bill Snyder [1716],,72,80,102,106,92,40
Kansas,Glen Mason [1163],,57,80,89,106,85,40
Penn State,Joe Paterno [1433],,15,80,22,106,16,40
Long Beach State,Larry Reisbig [1533],,99,80,93,106,105,40
Northern Illinois,Jerry Pettibone [1457],,19,80,47,106,55,40
Cal State Fullerton,Gene Murphy [1331],,86,80,79,106,92,40
Louisville,Howard Schnellenberger [1639],,63,80,74,106,63,40
Missouri,Bob Stull [1785],,65,80,80,106,89,40
East Carolina,Bill Lewis [1096],,45,80,58,106,63,40
Oregon,Rich Brooks [195],,99,80,34,106,31,40
Miami (OH),Tim Rose [1588],,73,80,85,106,78,40
Pacific,Walt Harris [789],,97,80,95,106,104,40
Bowling Green State,Moe Ankney [42],,72,80,63,106,82,40
Vanderbilt,Watson Brown [209],,67,80,99,106,74,40
Wisconsin,Don Morton [1313],,38,80,82,106,63,40
Akron,Gerry Faust [600],,14,80,55,106,19,40
Colorado State,Earle Bruce [212],,85,80,50,106,89,40
Duke,Steve Spurrier [1728],,26,80,9,106,36,40
Brigham Young,LaVell Edwards [550],,85,80,31,106,28,40
Washington,Don James [928],,90,80,24,106,42,40
Louisiana-Lafayette,Nelson Stokley [1763],,58,80,27,106,58,40
Illinois,John Mackovic [1136],,6,80,15,106,10,40
Arizona State,Larry Marmie [1152],,99,80,39,106,39,40
Rutgers,Dick Anderson [32],,75,80,96,106,82,40
Kent State,Dick Crum [409],,76,80,102,106,89,40
Arizona,Dick Tomey [1853],,93,80,25,106,36,40
Kentucky,Jerry Claiborne [311],,44,80,69,106,51,40
Air Force,Fisher DeBerry [452],,63,80,49,106,31,40
Georgia,Ray Goff [703],,40,80,43,106,46,40
Utah,Jim Fassel [596],,89,80,77,106,92,40
Nebraska,Tom Osborne [1408],,12,80,35,106,10,40
Fresno State,Jim Sweeney [1799],,8,80,44,106,1,40
Syracuse,Dick MacPherson [1137],,33,80,51,106,24,40
Army,Jim Young [2038],,74,80,91,106,71,40
South Carolina,Sparky Woods [2019],,37,80,18,106,42,40
Baylor,Grant Teaff [1816],,50,80,26,106,31,40
Eastern Michigan,Jim Harkema [777],,46,80,64,106,28,40
Florida State,Bobby Bowden [166],,32,80,1,106,3,40
Alabama,Bill Curry [421],,12,80,4,106,6,40
Florida,Gary Darnell [434],Galen Hall [754],46,80,42,106,49,40
Tulsa,David Rader [1506],,68,80,65,106,78,40
Oregon State,Dave Kragthorpe [1041],,98,80,70,106,46,40
Texas Tech,Spike Dykes [543],,22,80,14,106,34,40
Nevada-Las Vegas,Wayne Nunnely [1379],,94,80,92,106,103,40
Miami (FL),Dennis Erickson [576],,6,80,2,106,4,40
Navy,Elliot Uzelac [1875],,70,80,88,106,34,40
San Jose State,Claude Gilbert [689],,96,80,76,106,96,40
Maryland,Joe Krivak [1045],,44,80,83,106,46,40
New Mexico State,Mike Knoll [1030],,100,80,102,106,106,40
Boston College,Jack Bicknell [134],,75,80,90,106,68,40
