Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Syracuse,Pete Reynolds [1538],,27,18,57,48,32,10
Army,Biff Jones [958],,22,18,30,48,25,10
South Carolina,Branch Bocock [158],,86,18,33,48,55,10
Wake Forest,James Baldwin [69],,78,18,63,48,18,10
Colorado Mines,William Courtright [372],,51,18,88,48,77,10
Baylor,Morley Jennings [942],,13,18,59,48,10,10
Washington & Lee,Pat Herron [833],,74,18,37,48,77,10
Dartmouth,Jesse Hawley [808],,70,18,53,48,55,10
Florida,Tom Sebring [1651],,86,18,88,48,93,10
Alabama,Wallace Wade [1902],,7,18,5,48,1,10
Wofford,Rip Major [1141],,93,18,84,48,91,10
California,Nibs Price [1493],,41,18,88,48,55,10
Oregon State,Paul Schissler [1635],,28,18,47,48,32,10
Sewanee,M.S. Bennett [117],,74,18,88,48,72,10
Tennessee,Bob Neyland [1364],,21,18,34,48,18,10
Navy,William Ingram [920],,7,18,3,48,1,10
Presbyterian,Walter Johnson [955],,64,18,40,48,10,10
Montana State,Ott Romney [1581],,43,18,49,48,62,10
Maryland,Curley Byrd [231],,87,18,54,48,86,10
Colorado College,W.T. VandeGraaff [1885],,24,18,44,48,25,10
West Virginia,Rat Rogers [1577],,62,18,64,48,72,10
Idaho,Charlie Erb [574],,38,18,70,48,48,10
Virginia,Greasy Neale [1348],,78,18,23,48,48,10
Washington & Jefferson,Andrew Kerr [995],,6,18,2,48,1,10
Yale,Tad Jones [968],,70,18,38,48,32,10
Mississippi,Homer Hazel [816],,83,18,69,48,86,10
Clemson,Bud Saunders [1623],Bob Williams [1982],93,18,81,48,94,10
Purdue,James Phelan [1460],,27,18,73,48,32,10
Texas,Edward Stewart [1748],,64,18,72,48,62,10
Grinnell,Mike Hyland [914],,63,18,60,48,77,10
Western State,Eugene Maynor [1175],,52,18,88,48,82,10
Virginia Tech,Andy Gustafson [741],,84,18,19,48,82,10
Drake,Ossie Solem [1720],,79,18,62,48,82,10
Wyoming,William Dietz [482],,46,18,88,48,66,10
Kansas State,Charlie Bachman [56],,69,18,16,48,55,10
Northwestern,Glenn Thistlethwaite [1826],,21,18,43,48,25,10
Kansas,Cappy Cappon [259],,79,18,25,48,86,10
Southern California,Howard Jones [962],,22,18,7,48,25,10
Oklahoma State,John Maulbetsch [1172],,67,18,24,48,72,10
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,88,18,17,48,90,10
Washington State,O.E. Hollingbery [864],,28,18,22,48,32,10
Harvard,Harvard_UNKNOWN_COACH,,64,18,77,48,40,10
Auburn,David Morey [1305],,68,18,71,48,62,10
Penn State,Hugo Bezdek [130],,38,18,88,48,40,10
Furman,Furman_UNKNOWN_COACH,,7,18,13,48,1,10
North Carolina State,Gus Tebell [1818],,93,18,66,48,95,10
Michigan,Fielding Yost [2036],,14,18,6,48,10,10
Pennsylvania,Lou Young [2039],,29,18,51,48,32,10
Louisiana State,Mike Donahue [500],,63,18,41,48,55,10
Colorado,Myron Witham [2006],,46,18,75,48,66,10
Arkansas,Francis Schmidt [1638],,77,18,46,48,66,10
Tulane,Clark Shaughnessy [1659],,73,18,76,48,66,10
Southern Methodist,Ray Morrison [1310],,8,18,11,48,1,10
Rice,John Heisman [821],,65,18,88,48,72,10
Stanford,Pop Warner [1926],,7,18,10,48,1,10
