Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Bill Barnes [82],,81,88,81,123,39,46
Wake Forest,Billy Hildebrand [844],,31,88,120,123,86,46
New Mexico,Bill Weeks [1946],,92,88,74,123,53,46
William & Mary,Milt Drewer [521],,53,88,92,123,112,46
Lehigh,Mike Cooley [353],,111,88,120,123,119,46
Dartmouth,Bob Blackman [146],,104,88,15,123,11,46
West Texas A&M,Joe Kerbel [992],,96,88,94,123,81,46
Southern Mississippi,Pie Vann [1887],,10,88,109,123,73,46
California,Marv Levy [1093],,81,88,77,123,30,46
Cincinnati,Charles Studley [1783],,80,88,56,123,44,46
Tennessee,Jim McDonald [1200],,18,88,93,123,60,46
Memphis,Billy Murphy [1329],,1,88,21,123,1,46
Detroit Mercy,John Idzik [916],,82,88,84,123,101,46
Yale,John Pont [1482],,106,88,9,123,1,46
Mississippi,John Vaught [1889],,8,88,55,123,22,46
Purdue,Jack Mollenkopf [1289],,42,88,28,123,25,46
Clemson,Frank Howard [888],,24,88,42,123,81,46
Virginia Tech,Jerry Claiborne [311],,25,88,72,123,81,46
Wyoming,Lloyd Eaton [544],,93,88,57,123,44,46
Kansas State,Doug Weaver [1942],,86,88,104,123,86,46
Kansas,Jack Mitchell [1285],,55,88,43,123,35,46
Penn State,Rip Engle [567],,15,88,24,123,37,46
Furman,Robert King [1016],,39,88,96,123,113,46
Buffalo,Dick Offenhamer [1397],,40,88,53,123,95,46
Louisville,Frank Camp [250],,95,88,85,123,91,46
Cornell,Tom Harp [782],,105,88,32,123,101,46
Missouri,Dan Devine [469],,15,88,59,123,30,46
Oregon,Len Casanova [275],,77,88,40,123,39,46
Miami (OH),Bo Schembechler [1631],,89,88,50,123,30,46
Pacific,John Rohde [1579],,105,88,118,123,86,46
Bowling Green State,Doyt Perry [1451],,87,88,48,123,33,46
Vanderbilt,Jack Green [726],,38,88,115,123,115,46
Marshall,Charlie Snyder [1718],,93,88,63,123,93,46
Wisconsin,Milt Bruhn [213],,75,88,41,123,24,46
Colorado State,Milo Lude [1125],,102,88,100,123,56,46
Colgate,Hal Lahar [1059],,97,88,76,123,98,46
Duke,Bill Murray [1334],,23,88,70,123,73,46
Brigham Young,Hal Mitchell [1284],,105,88,112,123,119,46
Washington,Jim Owens [1414],,74,88,33,123,28,46
Illinois,Pete Elliott [558],,9,88,8,123,1,46
Arizona State,Frank Kush [1054],,9,88,51,123,42,46
Rutgers,John Bateman [92],,111,88,106,123,108,46
Kent State,Trevor Rees [1524],,96,88,95,123,98,46
Princeton,Richard Colman [345],,99,88,16,123,14,46
Arizona,Jim LaRue [1070],,97,88,75,123,68,46
Kentucky,Charley Bradshaw [177],,42,88,46,123,73,46
Air Force,Ben Martin [1157],,32,88,3,123,16,46
Georgia,Johnny Griffith [735],,24,88,86,123,64,46
Utah,Ray Nagel [1345],,94,88,66,123,48,46
Nebraska,Bob Devaney [468],,8,88,6,123,17,46
Syracuse,Ben Schwartzwalder [1644],,13,88,25,123,36,46
Army,Paul Dietzel [483],,15,88,18,123,14,46
Wichita State,Chelo Huerta [897],,42,88,34,123,39,46
South Carolina,Marvin Bass [91],,36,88,102,123,91,46
Baylor,John Bridgers [186],,45,88,20,123,48,46
Florida State,Bill Peterson [1453],,32,88,65,123,64,46
Florida,Ray Graves [722],,23,88,22,123,60,46
Alabama,Bear Bryant [215],,15,88,10,123,20,46
Oregon State,Tommy Prothro [1497],,80,88,52,123,44,46
Tulsa,Glenn Dobbs [487],,76,88,91,123,60,46
Texas Tech,J. King [1013],,53,88,62,123,60,46
Miami (FL),Andy Gustafson [741],,37,88,67,123,68,46
Navy,Wayne Hardin [773],,9,88,2,123,6,46
San Jose State,Robert Titchenal [1847],,94,88,68,123,81,46
Maryland,Thomas Nugent [1378],,28,88,47,123,93,46
New Mexico State,Warren Woodson [2020],,90,88,99,123,81,46
Ohio,Bill Hess [834],,90,88,38,123,6,46
West Virginia,Gene Corum [365],,31,88,89,123,86,46
Boston College,Jim Miller [1273],,36,88,30,123,37,46
George Washington,Jim Camp [251],,53,88,108,123,117,46
Idaho,Dee Andros [41],,90,88,90,123,73,46
Virginia,William Elias [552],,33,88,103,123,95,46
Texas,Darrell Royal [1597],,1,88,1,123,1,46
