Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Pepper Rodgers [1572],,13,105,41,130,13,48
Wake Forest,Chuck Mills [1278],,118,105,128,130,110,48
Tampa,Dennis Fryzel [659],,109,105,65,130,117,48
William & Mary,James Root [1584],,108,105,99,130,109,48
New Mexico,Rudy Feldman [604],,62,105,87,130,80,48
Dartmouth,John Crouthamel [400],,81,105,9,130,100,48
West Texas A&M,Gene Mayfield [1173],,109,105,102,130,127,48
Southern Mississippi,P.W. Underwood [1872],,91,105,49,130,27,48
California,Mike White [1964],,60,105,94,130,74,48
Cincinnati,Tony Mason [1166],,99,105,80,130,85,48
Tennessee,Bill Battle [97],,100,105,23,130,33,48
Chattanooga,Joe Morrison [1309],,118,105,101,130,116,48
Memphis,Fred Pancoast [1423],,70,105,47,130,44,48
Yale,Carmen Cozza [377],,82,105,13,130,102,48
Mississippi,Billy Kinard [1007],John Vaught [1889],108,105,28,130,19,48
Purdue,Alex Agase [7],,70,105,91,130,62,48
Clemson,Red Parker [1426],,104,105,73,130,62,48
Virginia Tech,Charles Coffey [330],,117,105,119,130,112,48
Temple,Wayne Hardin [773],,18,105,55,130,56,48
Drake,Jack Wallace [1917],,103,105,92,130,132,48
Wyoming,Fritz Shurmur [1684],,61,105,56,130,82,48
Kansas State,Vince Gibson [686],,77,105,40,130,40,48
Kansas,Don Fambrough [592],,29,105,26,130,37,48
Penn State,Joe Paterno [1433],,3,105,8,130,1,48
Furman,Art Baker [65],,93,105,110,130,85,48
Long Beach State,Jim Strangeland [1776],,42,105,120,130,130,48
Northern Illinois,Jerry Ippoliti [922],,40,105,113,130,124,48
Cornell,Jack Musick [1337],,85,105,85,130,107,48
Louisville,Tom Alley [22],,97,105,76,130,82,48
Missouri,Al Onofrio [1405],,75,105,7,130,8,48
Texas-Arlington,John Symank [1803],,104,105,100,130,50,48
East Carolina,Sonny Randle [1515],,29,105,22,130,19,48
Oregon,Dick Enright [572],,64,105,117,130,71,48
Miami (OH),Bill Mallory [1144],,4,105,16,130,1,48
Pacific,Chester Caddas [234],,22,105,69,130,85,48
Bowling Green State,Don Nehlen [1352],,20,105,57,130,33,48
Vanderbilt,Steve Sloan [1695],,113,105,39,130,82,48
Marshall,Jack Lengyel [1087],,36,105,95,130,120,48
Wisconsin,John Jardine [934],,72,105,96,130,71,48
Colorado State,Sarkis Arslanian [51],,60,105,81,130,85,48
Colgate,Neil Wheelwright [1957],,87,105,60,130,108,48
Duke,Mike McGee [1208],,115,105,107,130,68,48
Brigham Young,LaVell Edwards [550],,63,105,64,130,65,48
Washington,Jim Owens [1414],,70,105,115,130,92,48
Louisiana-Lafayette,Russ Faulkinberry [597],,108,105,128,130,120,48
Illinois,Bob Blackman [146],,70,105,84,130,59,48
Arizona State,Frank Kush [1054],,17,105,33,130,1,48
Rutgers,Frank Burns [224],,96,105,77,130,118,48
Kent State,Don James [928],,12,105,42,130,27,48
Princeton,Robert Casciola [276],,89,105,106,130,124,48
Arizona,Jim Young [2038],,26,105,43,130,62,48
Kentucky,Fran Curci [417],,109,105,24,130,77,48
Air Force,Ben Martin [1157],,64,105,53,130,59,48
Utah,Bill Meek [1246],,34,105,19,130,68,48
Georgia,Vince Dooley [509],,112,105,10,130,15,48
Nebraska,Tom Osborne [1408],,16,105,6,130,11,48
Fresno State,J.R. Boone [163],,44,105,123,130,127,48
Syracuse,Ben Schwartzwalder [1644],,81,105,52,130,95,48
