Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,26,81,17,103,20,43
Wake Forest,Bill Dooley [507],,64,81,91,103,81,43
New Mexico,Mike Sheppard [1673],,78,81,61,103,102,43
Southern Mississippi,Jeff Bower [169],,66,81,86,103,81,43
California,Bruce Snyder [1717],,13,81,14,103,4,43
Cincinnati,Tim Murphy [1333],,64,81,90,103,75,43
Tennessee,Johnny Majors [1142],,16,81,11,103,10,43
Memphis,Chuck Stobart [1760],,53,81,53,103,37,43
Mississippi,Billy Brewer [181],,47,81,67,103,56,43
Clemson,Ken Hatfield [803],,18,81,28,103,14,43
Purdue,Jim Colletto [338],,92,81,71,103,50,43
Virginia Tech,Frank Beamer [102],,53,81,52,103,56,43
Temple,Jerry Berndt [121],,53,81,106,103,95,43
Wyoming,Joe Tiller [1840],,56,81,72,103,34,43
Kansas State,Bill Snyder [1716],,47,81,57,103,25,43
Kansas,Glen Mason [1163],,53,81,30,103,28,43
Penn State,Joe Paterno [1433],,12,81,8,103,4,43
Long Beach State,Willie Brown [210],,79,81,83,103,107,43
Northern Illinois,Charlie Sadler [1609],,94,81,102,103,95,43
Cal State Fullerton,Gene Murphy [1331],,79,81,100,103,106,43
Louisville,Howard Schnellenberger [1639],,65,81,98,103,78,43
Missouri,Bob Stull [1785],,67,81,44,103,32,43
East Carolina,Bill Lewis [1096],,12,81,10,103,36,43
Oregon,Rich Brooks [195],,57,81,75,103,104,43
Miami (OH),Randy Walker [1913],,92,81,74,103,73,43
Pacific,Walt Harris [789],,67,81,85,103,95,43
Bowling Green State,Gary Blackney [147],,13,81,18,103,50,43
Vanderbilt,Gerry DiNardo [485],,48,81,41,103,50,43
Wisconsin,Barry Alvarez [25],,94,81,78,103,84,43
Akron,Gerry Faust [600],,69,81,94,103,92,43
Colorado State,Earle Bruce [212],,71,81,88,103,84,43
Duke,Barry Wilson [1993],,59,81,73,103,45,43
Brigham Young,LaVell Edwards [550],,22,81,31,103,22,43
Washington,Don James [928],,1,81,4,103,1,43
Illinois,John Mackovic [1136],Lou Tepper [1822],92,81,9,103,34,43
Louisiana-Lafayette,Nelson Stokley [1763],,87,81,96,103,75,43
Arizona State,Larry Marmie [1152],,34,81,46,103,22,43
Rutgers,Doug Graber [715],,44,81,68,103,50,43
Kent State,Pete Cordelli [361],,98,81,92,103,95,43
Arizona,Dick Tomey [1853],,42,81,34,103,65,43
Kentucky,Bill Curry [421],,49,81,81,103,61,43
Air Force,Fisher DeBerry [452],,30,81,35,103,25,43
Utah,Ron McBride [1178],,45,81,55,103,32,43
Georgia,Ray Goff [703],,24,81,20,103,10,43
Nebraska,Tom Osborne [1408],,3,81,23,103,4,43
Fresno State,Jim Sweeney [1799],,22,81,48,103,56,43
Syracuse,Paul Pasqualoni [1432],,13,81,7,103,37,43
Army,Bob Sutton [1794],,62,81,93,103,61,43
South Carolina,Sparky Woods [2019],,39,81,62,103,50,43
Baylor,Grant Teaff [1816],,93,81,25,103,14,43
Eastern Michigan,Jim Harkema [777],,100,81,84,103,87,43
Florida State,Bobby Bowden [166],,10,81,3,103,4,43
Alabama,Gene Stallings [1732],,11,81,13,103,4,43
Florida,Steve Spurrier [1728],,16,81,2,103,1,43
Oregon State,Jerry Pettibone [1457],,62,81,97,103,102,43
Tulsa,David Rader [1506],,15,81,24,103,4,43
Texas Tech,Spike Dykes [543],,94,81,39,103,73,43
Nevada-Las Vegas,Jim Strong [1780],,72,81,89,103,99,43
Miami (FL),Dennis Erickson [576],,1,81,1,103,1,43
Navy,George Chaump [294],,90,81,99,103,99,43
San Jose State,Terry Shea [1665],,35,81,65,103,90,43
Maryland,Joe Krivak [1045],,53,81,59,103,50,43
New Mexico State,Jim Hess [835],,77,81,95,103,105,43
Boston College,Tom Coughlin [369],,43,81,76,103,56,43
West Virginia,Don Nehlen [1352],,35,81,15,103,45,43
Ohio,Tom Lichtenberg [1099],,97,81,103,103,92,43
San Diego State,Al Luginbill [1128],,29,81,49,103,28,43
Virginia,George Welsh [1954],,52,81,29,103,25,43
Texas,David McWilliams [1241],,95,81,32,103,70,43
Ball State,Paul Schudel [1641],,94,81,77,103,67,43
Texas-El Paso,David Lee [1085],,74,81,87,103,87,43
Northwestern,Francis Peay [1441],,95,81,42,103,78,43
Southern California,Larry Smith [1706],,49,81,16,103,40,43
Oklahoma State,Pat Jones [966],,72,81,106,103,67,43
Arkansas State,Al Kincaid [1008],,87,81,105,103,99,43
