Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,William Spaulding [1723],,124,60,67,87,72,22
Wake Forest,Jim Weaver [1943],,63,60,77,87,56,22
Washington & Lee,Tex Tilson [1843],,103,60,101,87,116,22
New Mexico,Gwinn Henry [827],,75,60,94,87,85,22
William & Mary,William & Mary_UNKNOWN_COACH,,114,60,119,87,128,22
Gonzaga,Mike Pecarovich [1442],,127,60,68,87,110,22
Dartmouth,Red Blaik [148],,17,60,16,87,27,22
California,Stub Allison [23],,124,60,66,87,78,22
San Francisco,George Malley [1143],,127,60,52,87,116,22
Washburn,Elmer Holm [868],,93,60,113,87,130,22
Sewanee,Heck Clark [316],,97,60,119,87,104,22
Tennessee,Bob Neyland [1364],,38,60,20,87,16,22
Santa Clara,Santa Clara_UNKNOWN_COACH,,34,60,2,87,8,22
Colorado College,W.T. VandeGraaff [1885],,81,60,98,87,110,22
Erskine,Erskine_UNKNOWN_COACH,,107,60,119,87,116,22
Detroit Mercy,Gus Dorais [512],,52,60,4,87,13,22
Yale,Yale_UNKNOWN_COACH,,12,60,18,87,31,22
Mississippi,Ed Walker [1911],,64,60,33,87,24,22
Purdue,Noble Kizer [1026],,26,60,55,87,60,22
Clemson,Jess Neely [1350],,88,60,72,87,60,22
Grinnell,Guy Looabaugh [1119],,88,60,119,87,131,22
Virginia Tech,Henry Redd [1520],,110,60,86,87,121,22
Temple,Pop Warner [1926],,53,60,9,87,23,22
Drake,Vee Green [727],,76,60,103,87,82,22
Wyoming,Wyoming_UNKNOWN_COACH,,82,60,107,87,88,22
Kansas State,Wesley Fry [658],,66,60,97,87,67,22
Kansas,Adrian Lindsey [1103],,70,60,119,87,78,22
Penn State,Bob Higgins [842],,59,60,78,87,97,22
Furman,Furman_UNKNOWN_COACH,,78,60,59,87,47,22
Fordham,Jimmy Crowley [407],,29,60,35,87,1,22
New York University,Mal Stevens [1745],,47,60,34,87,72,22
Cornell,Cornell_UNKNOWN_COACH,,38,60,100,87,94,22
Missouri,Don Faurot [599],,25,60,62,87,67,22
Mercer,Mercer_UNKNOWN_COACH,,87,60,115,87,104,22
Oregon,Prink Callison [248],,128,60,112,87,100,22
Creighton,Marchy Schwartz [1643],,57,60,96,87,78,22
Georgetown,Jack Hagerty [749],,90,60,63,87,104,22
Vanderbilt,Ray Morrison [1310],,69,60,108,87,38,22
Wisconsin,Harry Stuhldreher [1784],,61,60,119,87,92,22
Colorado State,Harry Hughes [900],,59,60,82,87,82,22
Colgate,Andrew Kerr [995],,45,60,91,87,27,22
Duke,Wallace Wade [1902],,27,60,27,87,1,22
Brigham Young,Ott Romney [1581],,81,60,87,87,43,22
Washington,James Phelan [1460],,16,60,44,87,60,22
Illinois,Robert Zuppke [2053],,39,60,104,87,85,22
Arizona State,Rudy Lavik [1074],,72,60,58,87,51,22
Northern Colorado,J.W. Hancock [764],,79,60,95,87,85,22
Princeton,Fritz Crisler [391],,13,60,53,87,38,22
Saint Mary's (CA),Slip Madigan [1139],,53,60,19,87,21,22
Carnegie Mellon,Howard Harpster [786],,45,60,31,87,67,22
Marquette,Frank Murray [1335],,51,60,17,87,18,22
Arizona,Tex Oliver [1404],,48,60,47,87,38,22
Kentucky,C.A. Wynne [2031],,87,60,76,87,51,22
Georgia,Harry Mehre [1247],,67,60,39,87,43,22
Utah,Ike Armstrong [48],,66,60,32,87,34,22
Nebraska,Dana Bible [132],,16,60,41,87,60,22
Northern Arizona,Mark McIntosh [1213],,69,60,89,87,47,22
Syracuse,Vic Hanson [769],,86,60,119,87,116,22
Army,Gar Davidson [439],,38,60,85,87,51,22
South Carolina,Don McCallister [1180],,102,60,56,87,97,22
Baylor,Morley Jennings [942],,90,60,49,87,31,22
Colorado Mines,Wilbur White [1965],,88,60,119,87,121,22
Florida,Josh Cody [328],,98,60,90,87,100,22
Alabama,Frank Thomas [1827],,1,60,28,87,1,22
Wofford,Jules Carson [272],,110,60,119,87,121,22
Tulsa,Vic Hurt [907],,75,60,88,87,13,22
Oregon State,Lon Stiner [1758],,125,60,61,87,97,22
Texas Tech,Pete Cawthon [286],,68,60,6,87,125,22
Miami (FL),Irl Tubbs [1866],,84,60,54,87,100,22
Navy,Thomas Hamilton [759],,15,60,25,87,43,22
Presbyterian,Walter Johnson [955],,101,60,106,87,110,22
Maryland,Frank Dobson [490],,106,60,84,87,110,22
Montana State,Jack Croft [393],,102,60,109,87,104,22
New Mexico State,Gerald Hines [849],,44,60,65,87,43,22
West Virginia,Trusty Tallman [1806],,66,60,110,87,110,22
George Washington,James Pixlee [1472],,36,60,42,87,1,22
Idaho,Ted Bank [72],,129,60,93,87,104,22
Virginia,Gus Tebell [1818],,112,60,119,87,125,22
Duquesne,Duquesne_UNKNOWN_COACH,,22,60,5,87,16,22
Texas,Jack Chevigny [297],,105,60,29,87,60,22
Western State,Paul Wright [2027],,87,60,119,87,116,22
Texas-El Paso,Mack Saxon [1626],,32,60,75,87,1,22
Northwestern,Pappy Waldorf [1908],,13,60,14,87,51,22
Southern California,Howard Jones [962],,48,60,80,87,82,22
Oklahoma State,Ted Cox [376],,95,60,114,87,128,22
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,103,60,73,87,94,22
Washington State,O.E. Hollingbery [864],,125,60,51,87,67,22
Harvard,Harvard_UNKNOWN_COACH,,34,60,111,87,56,22
Auburn,Jack Meagher [1243],,26,60,8,87,10,22
Villanova,Villanova_UNKNOWN_COACH,,75,60,15,87,24,22
North Carolina State,Hunk Anderson [37],,81,60,71,87,60,22
Michigan,Harry Kipke [1020],,41,60,99,87,88,22
Louisiana State,Bernie Moore [1298],,16,60,7,87,9,22
Colorado,Bunny Oakes [1392],,45,60,48,87,78,22
Pennsylvania,Harvey Harman [780],,9,60,36,87,34,22
Arkansas,Fred Thomsen [1835],,63,60,13,87,10,22
Tulane,Red Dawson [449],,41,60,26,87,10,22
Holy Cross,Holy Cross_UNKNOWN_COACH,,30,60,12,87,24,22
Southern Methodist,Madison Bell [109],,101,60,57,87,34,22
Rice,Jimmy Kitts [1025],,104,60,30,87,38,22
Stanford,Tiny Thornhill [1837],,123,60,83,87,94,22
Columbia,Lou Little [1107],,45,60,81,87,92,22
Loyola (LA),Loyola (LA)_UNKNOWN_COACH,,52,60,119,87,27,22
Chicago,Clark Shaughnessy [1659],,59,60,116,87,88,22
Richmond,Glenn Thistlethwaite [1826],,112,60,119,87,125,22
Iowa,Ossie Solem [1720],,29,60,37,87,72,22
Brown,DeOrmond McLaughry [1223],,47,60,118,87,60,22
Michigan State,Charlie Bachman [56],,25,60,43,87,21,22
Georgia Tech,William Alexander [15],,82,60,74,87,47,22
Loyola Marymount,Tom Lieb [1100],,84,60,21,87,121,22
Saint Louis,Saint Louis_UNKNOWN_COACH,,40,60,92,87,72,22
Indiana,Bo McMillin [1231],,23,60,69,87,67,22
Texas Christian,Dutch Meyer [1257],,87,60,1,87,1,22
Notre Dame,Elmer Layden [1077],,19,60,11,87,47,22
Pittsburgh,Jock Sutherland [1792],,14,60,10,87,18,22
Minnesota,Bernie Bierman [137],,10,60,22,87,56,22
Centenary (LA),Curtis Player [1474],,84,60,24,87,27,22
Citadel,Tatum Gressette [730],,103,60,102,87,104,22
Ohio State,Francis Schmidt [1638],,22,60,46,87,56,22
Montana,Doug Fessenden [615],,127,60,64,87,100,22
Bucknell,Hook Mylin [1343],,91,60,38,87,110,22
Mississippi State,Ralph Sasse [1620],,24,60,45,87,18,22
Manhattan,Manhattan_UNKNOWN_COACH,,87,60,60,87,34,22
Oklahoma,Biff Jones [958],,53,60,79,87,72,22
Davidson,Gene McEver [1204],,63,60,70,87,51,22
North Carolina,Raymond Wolf [2011],,37,60,23,87,13,22
Denver,William Saunders [1624],,32,60,50,87,38,22
Iowa State,George Veenker [1890],,52,60,105,87,72,22
Utah State,Utah State_UNKNOWN_COACH,,1,60,40,87,1,22
Washington (MO),Jimmy Conzelman [350],,66,60,117,87,88,22
Texas A&M,Homer Norton [1374],,102,60,3,87,31,22
