Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Red Sanders [1613],,4,77,10,89,7,39
Wake Forest,Tom Rogers [1578],,35,77,69,89,51,39
William & Mary,Jackie Freeman [651],,85,77,106,89,107,39
New Mexico,Robert Titchenal [1847],,83,77,97,89,84,39
West Texas A&M,Frank Kimbrough [1006],,55,77,101,89,69,39
Dartmouth,Bob Blackman [146],,55,77,68,89,86,39
California,Pappy Waldorf [1908],,58,77,75,89,54,39
Cincinnati,George Blackburn [144],,45,77,92,89,71,39
Tennessee,Bowden Wyatt [2029],,102,77,25,89,47,39
Detroit Mercy,Wally Fromhart [656],,15,77,55,89,41,39
Yale,Jordan Olivar [1402],,43,77,45,89,84,39
Mississippi,John Vaught [1889],,9,77,4,89,1,39
Purdue,Stuart Holcomb [857],,25,77,32,89,7,39
Clemson,Frank Howard [888],,65,77,53,89,47,39
Virginia Tech,Frank Moseley [1315],,72,77,70,89,54,39
Drake,Warren Gaer [668],,57,77,104,89,97,39
Wyoming,Phil Dickens [472],,76,77,40,89,15,39
Kansas State,Bernard Mertes [1254],,84,77,79,89,74,39
Kansas,Chuck Mather [1169],,85,77,89,89,75,39
Penn State,Rip Engle [567],,33,77,48,89,92,39
Furman,Homer Hobbs [852],,96,77,82,89,94,39
Cornell,George James [929],,53,77,72,89,90,39
Missouri,Don Faurot [599],,89,77,71,89,103,39
Oregon,Len Casanova [275],,62,77,33,89,51,39
Pacific,Moose Myers [1342],,32,77,44,89,20,39
Vanderbilt,Arthur Guepe [738],,102,77,7,89,4,39
Wisconsin,Ivy Williamson [1989],,47,77,58,89,20,39
Colorado State,Robert Davis [447],,72,77,36,89,59,39
Colgate,Hal Lahar [1059],,38,77,31,89,80,39
Duke,Bill Murray [1334],,13,77,16,89,41,39
Brigham Young,Charles Atkinson [52],,85,77,106,89,86,39
Washington,John Cherberg [295],,55,77,43,89,41,39
Illinois,Ray Eliot [553],,20,77,14,89,18,39
Arizona State,Dan Devine [469],,34,77,50,89,59,39
Rutgers,Harvey Harman [780],,41,77,90,89,94,39
Princeton,Charles Caldwell [237],,47,77,41,89,82,39
Marquette,Frosty Ferzacca [613],,60,77,67,89,75,39
Arizona,Warren Woodson [2020],,68,77,39,89,54,39
Kentucky,Blanton Collier [339],,103,77,2,89,34,39
Utah,Jack Curtice [422],,79,77,38,89,54,39
Georgia,Wallace Butts [230],,106,77,27,89,54,39
Nebraska,William Glassford [698],,20,77,62,89,41,39
Hardin-Simmons,Sammy Baugh [98],,59,77,54,89,64,39
Syracuse,Ben Schwartzwalder [1644],,27,77,26,89,41,39
Army,Red Blaik [148],,37,77,34,89,86,39
Wichita State,Pete Tillman [1841],,22,77,52,89,69,39
South Carolina,Rex Enright [573],,71,77,94,89,92,39
Baylor,George Sauer [1621],,46,77,51,89,38,39
Florida State,Thomas Nugent [1378],,76,77,73,89,59,39
Alabama,Jennings Whitworth [1971],,109,77,106,89,59,39
Florida,Bob Woodruff [2016],,106,77,28,89,51,39
Oregon State,Tommy Prothro [1497],,43,77,29,89,9,39
Tulsa,Robert Dobbs [488],,82,77,64,89,77,39
Texas Tech,DeWitt Weaver [1941],,42,77,35,89,18,39
Miami (FL),Andy Gustafson [741],,13,77,24,89,34,39
Navy,Eddie Erdelatz [575],,23,77,42,89,90,39
San Jose State,Robert Bronzan [192],,24,77,63,89,23,39
Maryland,Jim Tatum [1812],,2,77,11,89,4,39
New Mexico State,Tony Cavallo [282],,67,77,106,89,86,39
West Virginia,Art Lewis [1095],,25,77,46,89,47,39
Boston College,Mike Holovak [871],,7,77,49,89,38,39
George Washington,Bo Sherman [1675],,93,77,74,89,106,39
Idaho,Skip Stahley [1731],,76,77,98,89,80,39
Virginia,Ned McDonald [1201],,103,77,102,89,107,39
Texas,Edwin Price [1490],,48,77,21,89,28,39
Texas-El Paso,Mike Brumbelow [214],,43,77,47,89,67,39
Northwestern,Lou Saban [1607],,56,77,106,89,30,39
Southern California,Jess Hill [846],,48,77,22,89,27,39
Oklahoma State,Cliff Speegle [1726],,81,77,85,89,71,39
Washington State,Alton Kircher [1021],,69,77,103,89,77,39
Virginia Military Institute,John McKenna [1220],,104,77,88,89,110,39
Harvard,Lloyd Jordan [969],,58,77,61,89,103,39
Auburn,Ralph Jordan [970],,103,77,6,89,30,39
Villanova,Francis Reagan [1519],,85,77,84,89,67,39
Michigan,Bennie Oosterbaan [1406],,19,77,1,89,20,39
North Carolina State,Earle Edwards [549],,80,77,81,89,64,39
Pennsylvania,Steve Sebo [1650],,81,77,105,89,107,39
Louisiana State,Paul Dietzel [483],,27,77,18,89,11,39
Colorado,Dallas Ward [1921],,80,77,37,89,47,39
Arkansas,Jack Mitchell [1285],,36,77,57,89,15,39
Tulane,Andy Pilney [1466],,103,77,17,89,29,39
Holy Cross,Edward Anderson [33],,37,77,60,89,77,39
Southern Methodist,Chalmer Woodward [2021],,43,77,65,89,34,39
North Texas,Odus Mitchell [1286],,18,77,86,89,34,39
Rice,Jess Neely [1350],,57,77,76,89,41,39
Stanford,Chuck Taylor [1813],,16,77,12,89,11,39
Columbia,Lou Little [1107],,59,77,96,89,97,39
Richmond,Edwin Merrick [1250],,89,77,66,89,103,39
Iowa,Forest Evashevski [583],,31,77,78,89,23,39
Brown,Alva Kelley [982],,58,77,77,89,100,39
Michigan State,Duffy Daugherty [437],,7,77,3,89,1,39
Georgia Tech,Bobby Dodd [492],,7,77,9,89,32,39
Indiana,Bernie Crimmins [389],,31,77,95,89,25,39
Texas Christian,Abe Martin [1156],,10,77,20,89,11,39
Notre Dame,Terry Brennan [180],,15,77,23,89,4,39
Pittsburgh,John Michelosen [1264],,18,77,15,89,38,39
Minnesota,Murray Warmath [1925],,43,77,59,89,25,39
Houston,Bill Meek [1246],,34,77,30,89,11,39
Citadel,John Sauer [1622],,94,77,80,89,100,39
Ohio State,Woody Hayes [812],,14,77,8,89,15,39
Montana,Jerry Williams [1987],,82,77,99,89,82,39
Mississippi State,Darrell Royal [1597],,104,77,13,89,32,39
Oklahoma,Bud Wilkinson [1979],,1,77,5,89,1,39
Davidson,Davidson_UNKNOWN_COACH,,92,77,83,89,97,39
North Carolina,George Barclay [78],,104,77,87,89,59,39
Denver,John Roning [1582],,77,77,56,89,64,39
Boston University,Aldo Donelli [502],,50,77,93,89,94,39
Iowa State,Vince Di Francesca [471],,86,77,100,89,100,39
Utah State,Everett Faunce [598],,81,77,91,89,71,39
Texas A&M,Bear Bryant [215],,12,77,19,89,9,39
