Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,7,100,12,133,5,49
Wake Forest,Al Groh [737],,50,100,99,133,60,49
William & Mary,Jimmye Laycock [1076],,72,100,108,133,73,49
New Mexico,Joe Morrison [1309],,7,100,39,133,49,49
West Texas A&M,West Texas A&M_UNKNOWN_COACH,,68,100,103,133,105,49
Southern Mississippi,Jim Carmody [267],,44,100,10,133,49,49
Indiana State,Indiana State_UNKNOWN_COACH,,62,100,90,133,98,49
California,Joe Kapp [973],,51,100,30,133,14,49
Cincinnati,Mike Gottfried [713],,52,100,71,133,55,49
Tennessee,Johnny Majors [1142],,56,100,11,133,49,49
Memphis,Rex Dockery [491],,64,100,96,133,73,49
Mississippi,Steve Sloan [1695],,61,100,41,133,60,49
Purdue,Leon Burtnett [227],,86,100,66,133,81,49
Clemson,Danny Ford [640],,5,100,33,133,9,49
Virginia Tech,Bill Dooley [507],,49,100,80,133,67,49
Temple,Wayne Hardin [773],,17,100,91,133,42,49
Drake,Drake_UNKNOWN_COACH,,68,100,105,133,102,49
Wyoming,Al Kincaid [1008],,101,100,52,133,55,49
Kansas State,Jim Dickey [477],,60,100,74,133,73,49
Kansas,Don Fambrough [592],,65,100,94,133,91,49
Penn State,Joe Paterno [1433],,6,100,2,133,1,49
Long Beach State,Dave Currey [420],,86,100,50,133,60,49
Northern Illinois,Bill Mallory [1144],,111,100,65,133,105,49
Cal State Fullerton,Gene Murphy [1331],,95,100,101,133,108,49
Louisville,Bob Weber [1945],,48,100,88,133,60,49
Missouri,Warren Powers [1486],,28,100,81,133,35,49
Texas-Arlington,Texas-Arlington_UNKNOWN_COACH,,58,100,89,133,88,49
East Carolina,Ed Emory [566],,26,100,75,133,38,49
Oregon,Rich Brooks [195],,61,100,57,133,16,49
Miami (OH),Tom Reed [1522],,107,100,54,133,60,49
Pacific,Bob Toledo [1849],,88,100,102,133,102,49
Bowling Green State,Dennis Stolz [1765],,105,100,44,133,67,49
Vanderbilt,George MacIntyre [1132],,48,100,22,133,45,49
Wisconsin,Dave McClain [1187],,75,100,43,133,60,49
Colorado State,Leon Fuller [662],,98,100,67,133,108,49
Duke,Red Wilson [1997],,47,100,34,133,35,49
Brigham Young,LaVell Edwards [550],,86,100,24,133,45,49
Washington,Don James [928],,56,100,3,133,1,49
Louisiana-Lafayette,Sam Robertson [1559],,54,100,53,133,91,49
Illinois,Mike White [1964],,67,100,55,133,55,49
Arizona State,Darryl Rogers [1574],,53,100,17,133,5,49
Kent State,Ed Chlebek [302],,114,100,111,133,111,49
Rutgers,Frank Burns [224],,15,100,97,133,29,49
Arizona,Larry Smith [1706],,62,100,16,133,17,49
Kentucky,Jerry Claiborne [311],,64,100,111,133,81,49
Air Force,Ken Hatfield [803],,89,100,27,133,42,49
Utah,Chuck Stobart [1760],,97,100,86,133,67,49
Georgia,Vince Dooley [509],,5,100,4,133,5,49
