Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,William Spaulding [1723],,70,41,15,67,43,15
Wake Forest,Jim Weaver [1943],,117,41,110,67,113,15
Lafayette,Herb McCracken [1195],,79,41,110,67,113,15
Washington & Lee,Tex Tilson [1843],,94,41,79,67,37,15
New Mexico,New Mexico_UNKNOWN_COACH,,98,41,66,67,86,15
William & Mary,John Kellison [984],,94,41,87,67,113,15
Dartmouth,Jack Cannell [258],,67,41,101,67,101,15
Gonzaga,Mike Pecarovich [1442],,74,41,110,67,51,15
California,William Ingram [920],,53,41,20,67,24,15
San Francisco,Lawrence Lewis [1098],,56,41,110,67,37,15
Sewanee,Heck Clark [316],,119,41,110,67,86,15
Tennessee,Bob Neyland [1364],,51,41,34,67,43,15
Santa Clara,Santa Clara_UNKNOWN_COACH,,41,41,49,67,18,15
Colorado College,W.T. VandeGraaff [1885],,88,41,84,67,79,15
Detroit Mercy,Gus Dorais [512],,12,41,65,67,18,15
Washington & Jefferson,Leroy Day [450],,67,41,110,67,107,15
Yale,Reginald Root [1585],,70,41,72,67,31,15
Mississippi,Ed Walker [1911],,40,41,80,67,46,15
Purdue,Noble Kizer [1026],,14,41,43,67,24,15
Clemson,Jess Neely [1350],,113,41,91,67,107,15
Grinnell,Lester Watt [1936],,69,41,110,67,113,15
Virginia Tech,Henry Redd [1520],,52,41,83,67,107,15
Temple,Pop Warner [1926],,38,41,50,67,97,15
Drake,Vee Green [727],,56,41,70,67,101,15
Wyoming,Wyoming_UNKNOWN_COACH,,96,41,110,67,86,15
Kansas State,Bo McMillin [1231],,41,41,46,67,18,15
Kansas,Adrian Lindsey [1103],,56,41,58,67,67,15
Penn State,Bob Higgins [842],,49,41,110,67,97,15
Furman,Furman_UNKNOWN_COACH,,14,41,78,67,24,15
Fordham,Jimmy Crowley [407],,43,41,16,67,37,15
New York University,Howard Cann [257],,78,41,73,67,86,15
Cornell,Gilmour Dobie [489],,45,41,85,67,97,15
Missouri,Frank Carideo [262],,72,41,110,67,121,15
Mercer,Mercer_UNKNOWN_COACH,,72,41,110,67,31,15
Oregon,Prink Callison [248],,31,41,8,67,24,15
Creighton,Creighton_UNKNOWN_COACH,,67,41,88,67,107,15
Georgetown,Jack Hagerty [749],,84,41,110,67,121,15
Vanderbilt,Dan McGugin [1210],,48,41,54,67,46,15
Wisconsin,Clarence Spears [1725],,35,41,90,67,31,15
Colorado State,Harry Hughes [900],,53,41,19,67,51,15
Colgate,Andrew Kerr [995],,59,41,61,67,82,15
Duke,Wallace Wade [1902],,56,41,26,67,1,15
Brigham Young,Ott Romney [1581],,90,41,63,67,77,15
Washington,James Phelan [1460],,69,41,7,67,41,15
Illinois,Robert Zuppke [2053],,38,41,55,67,13,15
Arizona State,Rudy Lavik [1074],,85,41,89,67,60,15
Northern Colorado,J.W. Hancock [764],,92,41,77,67,82,15
Haskell,Haskell_UNKNOWN_COACH,,69,41,110,67,101,15
Rutgers,Rutgers_UNKNOWN_COACH,,43,41,110,67,86,15
Princeton,Fritz Crisler [391],,4,41,5,67,1,15
Saint Mary's (CA),Slip Madigan [1139],,49,41,21,67,31,15
Marquette,Frank Murray [1335],,44,41,76,67,51,15
Carnegie Mellon,Howard Harpster [786],,50,41,52,67,93,15
Arizona,Tex Oliver [1404],,99,41,41,67,51,15
Kentucky,Harry Gamage [672],,109,41,56,67,82,15
Utah,Ike Armstrong [48],,82,41,9,67,46,15
Georgia,Harry Mehre [1247],,77,41,17,67,24,15
Butler,Fred Mackey [1135],,68,41,110,67,121,15
Nebraska,Dana Bible [132],,8,41,12,67,13,15
Northern Arizona,Mark McIntosh [1213],,62,41,64,67,56,15
Syracuse,Vic Hanson [769],,73,41,81,67,93,15
Army,Gar Davidson [439],,47,41,35,67,1,15
South Carolina,Billy Laval [1073],,32,41,48,67,101,15
Colorado Mines,Colorado Mines_UNKNOWN_COACH,,93,41,110,67,86,15
Baylor,Morley Jennings [942],,106,41,40,67,67,15
Florida,Dutch Stanley [1733],,104,41,57,67,56,15
Alabama,Frank Thomas [1827],,34,41,27,67,41,15
Wofford,Tommy Scaffe [1627],,99,41,102,67,121,15
Tulsa,Gus Henderson [824],,38,41,39,67,63,15
Oregon State,Lon Stiner [1758],,29,41,25,67,31,15
Texas Tech,Pete Cawthon [286],,64,41,36,67,1,15
Navy,Rip Miller [1275],,42,41,53,67,13,15
Maryland,Curley Byrd [231],,121,41,93,67,128,15
Montana State,Schubert Dyche [539],,93,41,107,67,79,15
New Mexico State,Gerald Hines [849],,102,41,110,67,93,15
West Virginia,Greasy Neale [1348],,53,41,98,67,101,15
George Washington,James Pixlee [1472],,62,41,74,67,69,15
Idaho,Leo Calland [246],,72,41,95,67,43,15
Virginia,Fred Dawson [448],,115,41,103,67,127,15
Duquesne,Duquesne_UNKNOWN_COACH,,8,41,11,67,13,15
Texas,Clyde Littlefield [1108],,105,41,71,67,72,15
Western State,Tefler Meade [1242],,97,41,110,67,93,15
Northwestern,Dick Hanley [766],,57,41,104,67,101,15
Southern California,Howard Jones [962],,37,41,2,67,18,15
Oklahoma State,Pappy Waldorf [1908],,47,41,24,67,60,15
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,109,41,99,67,126,15
Washington State,O.E. Hollingbery [864],,65,41,33,67,37,15
Harvard,Harvard_UNKNOWN_COACH,,40,41,86,67,9,15
Auburn,Chet Wynne [2032],,115,41,31,67,72,15
Villanova,Harry Stuhldreher [1784],,14,41,51,67,24,15
North Carolina State,North Carolina State_UNKNOWN_COACH,,118,41,110,67,113,15
Michigan,Harry Kipke [1020],,3,41,13,67,1,15
Louisiana State,Biff Jones [958],,4,41,29,67,1,15
Colorado,William Saunders [1624],,74,41,10,67,56,15
Pennsylvania,Harvey Harman [780],,66,41,106,67,107,15
Arkansas,Fred Thomsen [1835],,80,41,37,67,65,15
Tulane,Ted Cox [376],,116,41,28,67,79,15
Southern Methodist,Ray Morrison [1310],,108,41,22,67,75,15
Rice,Jack Meagher [1243],,111,41,67,67,113,15
Stanford,Tiny Thornhill [1837],,52,41,1,67,13,15
Columbia,Lou Little [1107],,7,41,6,67,9,15
Richmond,Frank Dobson [490],,85,41,105,67,121,15
Chicago,Clark Shaughnessy [1659],,32,41,96,67,31,15
Iowa,Ossie Solem [1720],,12,41,32,67,18,15
Brown,DeOrmond McLaughry [1223],,75,41,97,67,86,15
Michigan State,Charlie Bachman [56],,14,41,75,67,24,15
Georgia Tech,William Alexander [15],,116,41,14,67,51,15
Loyola Marymount,Tom Lieb [1100],,65,41,60,67,46,15
Saint Louis,Saint Louis_UNKNOWN_COACH,,49,41,92,67,56,15
Indiana,Billy Hayes [809],,62,41,109,67,107,15
Texas Christian,Francis Schmidt [1638],,97,41,47,67,69,15
Notre Dame,Hunk Anderson [37],,59,41,30,67,97,15
Pittsburgh,Jock Sutherland [1792],,5,41,3,67,9,15
Minnesota,Bernie Bierman [137],,3,41,4,67,1,15
Centenary (LA),Homer Norton [1374],,3,41,38,67,1,15
Citadel,Tatum Gressette [730],,104,41,100,67,113,15
Ohio State,Sam Willaman [1980],,7,41,44,67,9,15
Montana,Bunny Oakes [1392],,73,41,82,67,46,15
Bucknell,Carl Snavely [1715],,11,41,18,67,18,15
Mississippi State,Ross McKechnie [1216],,87,41,108,67,82,15
Oklahoma,Lewie Hardage [772],,53,41,59,67,65,15
Davidson,Davidson_UNKNOWN_COACH,,84,41,68,67,63,15
North Carolina,Chuck Collins [342],,113,41,62,67,60,15
Denver,Percy Locey [1109],,77,41,23,67,72,15
Iowa State,George Veenker [1890],,59,41,42,67,69,15
Utah State,Utah State_UNKNOWN_COACH,,89,41,69,67,75,15
Washington (MO),Jimmy Conzelman [350],,69,41,94,67,113,15
Texas A&M,Madison Bell [109],,108,41,45,67,77,15
