Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Tommy Prothro [1497],,6,72,35,109,10,40
Wake Forest,Cal Stoll [1764],,102,72,85,109,81,40
William & Mary,Lou Holtz [876],,112,72,77,109,118,40
New Mexico,Rudy Feldman [604],,87,72,58,109,98,40
Dartmouth,Bob Blackman [146],,17,72,17,109,1,40
West Texas A&M,Joe Kerbel [992],,76,72,50,109,75,40
Southern Mississippi,P.W. Underwood [1872],,68,72,54,109,64,40
California,Ray Willsey [1992],,29,72,76,109,35,40
Cincinnati,Ray Callahan [244],,113,72,83,109,91,40
Tennessee,Doug Dickey [476],,36,72,7,109,44,40
Memphis,Billy Murphy [1329],,44,72,31,109,48,40
Yale,Carmen Cozza [377],,16,72,24,109,10,40
Mississippi,John Vaught [1889],,57,72,1,109,1,40
Purdue,Jack Mollenkopf [1289],,31,72,21,109,23,40
Clemson,Frank Howard [888],,86,72,79,109,75,40
Virginia Tech,Jerry Claiborne [311],,90,72,62,109,104,40
Wyoming,Lloyd Eaton [544],,71,72,37,109,40,40
Kansas State,Vince Gibson [686],,34,72,45,109,30,40
Kansas,Pepper Rodgers [1572],,69,72,104,109,100,40
Penn State,Joe Paterno [1433],,4,72,3,109,1,40
Furman,Robert King [1016],,94,72,116,109,122,40
Long Beach State,Jim Strangeland [1776],,6,72,84,109,10,40
Northern Illinois,Doc Urich [1874],,112,72,99,109,107,40
Buffalo,Bob Deming [457],,98,72,72,109,105,40
Cornell,Jack Musick [1337],,19,72,94,109,23,40
Louisville,Lee Corso [364],,114,72,80,109,93,40
Missouri,Dan Devine [469],,21,72,8,109,10,40
East Carolina,Clarence Stasavich [1737],,98,72,116,109,120,40
Oregon,Jerry Frei [653],,52,72,33,109,53,40
Miami (OH),Bill Mallory [1144],,106,72,48,109,88,40
Pacific,Doug Scovil [1648],,83,72,56,109,70,40
Bowling Green State,Don Nehlen [1352],,102,72,40,109,81,40
Vanderbilt,Bill Pace [1417],,77,72,36,109,98,40
Marshall,Rick Tolley [1851],,116,72,57,109,109,40
Wisconsin,John Coatta [322],,69,72,78,109,48,40
Colorado State,Milo Lude [1125],,87,72,61,109,70,40
Colgate,Neil Wheelwright [1957],,14,72,41,109,17,40
Duke,Tom Harp [782],,104,72,82,109,64,40
Brigham Young,Tommy Hudspeth [896],,68,72,46,109,44,40
Washington,Jim Owens [1414],,60,72,113,109,70,40
Illinois,James Valek [1877],,76,72,116,109,81,40
Arizona State,Frank Kush [1054],,44,72,27,109,35,40
Rutgers,John Bateman [92],,4,72,26,109,1,40
Kent State,Dave Puddington [1499],,112,72,42,109,86,40
Princeton,Jake McCandless [1181],,18,72,15,109,20,40
Arizona,Bob Weber [1945],,79,72,30,109,58,40
Kentucky,John Ray [1517],,78,72,19,109,100,40
Air Force,Ben Martin [1157],,39,72,44,109,44,40
Georgia,Vince Dooley [509],,67,72,43,109,53,40
Utah,Bill Meek [1246],,62,72,18,109,1,40
Nebraska,Bob Devaney [468],,18,72,12,109,17,40
Fresno State,Darryl Rogers [1574],,26,72,116,109,75,40
Syracuse,Ben Schwartzwalder [1644],,77,72,69,109,113,40
Army,Thomas Cahill [236],,76,72,65,109,97,40
South Carolina,Paul Dietzel [483],,51,72,49,109,58,40
Wichita State,Ben Wilson [1994],,116,72,103,109,94,40
Baylor,Bill Beall [101],,86,72,116,109,88,40
Florida State,Bill Peterson [1453],,40,72,53,109,53,40
Alabama,Bear Bryant [215],,49,72,14,109,48,40
Florida,Ray Graves [722],,25,72,4,109,40,40
Tulsa,Vince Carillot [263],,117,72,108,109,95,40
