Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Red Sanders [1613],,17,63,33,90,18,25
Wake Forest,D.C. Walker [1909],,114,63,43,90,96,25
Washington & Lee,George Barclay [78],,103,63,91,90,90,25
New Mexico,Berl Huffman [899],,78,63,98,90,100,25
William & Mary,Rube McCray [1196],,98,63,40,90,40,25
Dartmouth,DeOrmond McLaughry [1223],,48,63,29,90,35,25
West Texas A&M,Frank Kimbrough [1006],,68,63,68,90,63,25
California,Pappy Waldorf [1908],,9,63,10,90,9,25
San Francisco,Joe Kuharich [1053],,25,63,46,90,18,25
Tennessee,Bob Neyland [1364],,97,63,25,90,40,25
Santa Clara,Len Casanova [275],,8,63,15,90,13,25
Detroit Mercy,Chuck Baer [59],,67,63,54,90,84,25
Yale,Herman Hickman [839],,49,63,100,90,40,25
Mississippi,John Vaught [1889],,99,63,92,90,58,25
Purdue,Stuart Holcomb [857],,54,63,8,90,63,25
Clemson,Frank Howard [888],,113,63,85,90,100,25
Virginia Tech,Robert McNeish [1237],,110,63,108,90,110,25
Temple,Al Kawal [976],,44,63,79,90,51,25
Drake,Warren Gaer [668],,57,63,80,90,90,25
Kansas State,Ralph Graham [717],,86,63,107,90,100,25
Wyoming,Bowden Wyatt [2029],,18,63,50,90,18,25
Kansas,Jules Sikes [1686],,71,63,64,90,63,25
Penn State,Joe Bedenk [105],,37,63,56,90,40,25
Furman,H.E. Smith [1702],,115,63,84,90,118,25
Fordham,Edward Danowski [432],,60,63,78,90,96,25
New York University,Hook Mylin [1343],,75,63,116,90,100,25
Cornell,George James [929],,20,63,37,90,1,25
Missouri,Don Faurot [599],,30,63,44,90,45,25
Oregon,Jim Aiken [9],,40,63,76,90,63,25
Bradley,Bradley_UNKNOWN_COACH,,80,63,109,90,100,25
Georgetown,Bob Margarita [1150],,87,63,59,90,90,25
Vanderbilt,Bill Edwards [548],,99,63,48,90,51,25
Wisconsin,Ivy Williamson [1989],,25,63,31,90,13,25
Colorado State,Robert Davis [447],,12,63,70,90,24,25
Colgate,Paul Bixler [142],,78,63,116,90,115,25
Duke,Wallace Wade [1902],,93,63,23,90,31,25
Brigham Young,Charles Atkinson [52],,89,63,116,90,118,25
Washington,Howard Odell [1394],,30,63,90,90,35,25
Illinois,Ray Eliot [553],,47,63,42,90,51,25
Arizona State,Edward Doherty [495],,48,63,74,90,84,25
Rutgers,Harvey Harman [780],,59,63,82,90,58,25
Princeton,Charles Caldwell [237],,46,63,28,90,31,25
Saint Mary's (CA),Joe Verducci [1892],,39,63,65,90,68,25
Marquette,Frank Murray [1335],,73,63,83,90,78,25
Arizona,Robert Winslow [2002],,82,63,99,90,96,25
Kentucky,Bear Bryant [215],,59,63,13,90,45,25
Georgia,Wallace Butts [230],,105,63,22,90,78,25
Utah,Ike Armstrong [48],,85,63,116,90,110,25
Nebraska,William Glassford [698],,60,63,73,90,51,25
Hardin-Simmons,Warren Woodson [2020],,68,63,53,90,78,25
Northern Arizona,Emil Ladyko [1058],,78,63,116,90,110,25
Syracuse,Ben Schwartzwalder [1644],,57,63,88,90,100,25
Army,Red Blaik [148],,2,63,9,90,1,25
Wichita State,Jim Trimble [1863],,71,63,67,90,93,25
South Carolina,Rex Enright [573],,109,63,61,90,73,25
Baylor,Bob Woodruff [2016],,34,63,12,90,13,25
Alabama,Red Drew [520],,102,63,35,90,68,25
Florida,Raymond Wolf [2011],,104,63,49,90,73,25
Oregon State,Kip Taylor [1815],,20,63,36,90,31,25
Tulsa,John Brothers [197],,90,63,21,90,96,25
Texas Tech,Dell Morgan [1306],,61,63,34,90,58,25
Miami (FL),Andy Gustafson [741],,57,63,52,90,68,25
Navy,George Sauer [1621],,38,63,39,90,28,25
San Jose State,San Jose State_UNKNOWN_COACH,,25,63,69,90,31,25
Maryland,Jim Tatum [1812],,13,63,24,90,40,25
New Mexico State,Vaughn Corley [362],,82,63,102,90,106,25
Boston College,Denny Myers [1340],,57,63,60,90,93,25
West Virginia,Dudley DeGroot [455],,52,63,101,90,51,25
George Washington,Bo Rowland [1596],,101,63,77,90,88,25
Idaho,Dixie Howell [890],,48,63,104,90,73,25
Virginia,Arthur Guepe [738],,37,63,51,90,18,25
Duquesne,Phil Ahwesh [8],,115,63,103,90,106,25
Texas,Blair Cherry [296],,46,63,18,90,28,25
Texas-El Paso,Jack Curtice [422],,68,63,57,90,84,25
Northwestern,Robert Voigts [1896],,53,63,11,90,18,25
Southern California,Jeff Cravath [383],,18,63,47,90,13,25
Oklahoma State,Jim Lookabaugh [1120],,68,63,62,90,88,25
Virginia Military Institute,Thomas Nugent [1378],,105,63,89,90,84,25
Washington State,Phil Sarboe [1617],,37,63,93,90,68,25
Harvard,Arthur Valpey [1879],,52,63,113,90,51,25
Auburn,Earl Brown [201],,101,63,66,90,63,25
Villanova,Jim Leonard [1088],,20,63,45,90,1,25
North Carolina State,Beattie Feathers [602],,117,63,75,90,106,25
Michigan,Bennie Oosterbaan [1406],,18,63,4,90,24,25
Pennsylvania,George Munger [1327],,45,63,27,90,24,25
Louisiana State,Gaynell Tinsley [1844],,74,63,3,90,7,25
