Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Rick Neuheisel [1357],,63,130,74,163,61,79
Middle Tennessee State,Rick Stockstill [1762],,114,130,87,163,112,79
Wake Forest,Jim Grobe [736],,84,130,112,163,75,79
New Mexico,Mike Locksley [1111],,71,130,117,163,112,79
Southern Mississippi,Larry Fedora [603],,99,130,64,163,83,79
California,Jeff Tedford [1819],,61,130,77,163,58,79
Cincinnati,Butch Jones [959],,93,130,73,163,79,79
Troy,Larry Blakeney [150],,111,130,71,163,61,79
Tennessee,Derek Dooley [508],,37,130,85,163,72,79
Memphis,Larry Porter [1483],,107,130,114,163,109,79
Mississippi,Houston Nutt [1380],,28,130,83,163,75,79
Purdue,Danny Hope [878],,47,130,84,163,61,79
Clemson,Dabo Swinney [1801],,80,130,45,163,72,79
Virginia Tech,Frank Beamer [102],,7,130,22,163,13,79
Temple,Al Golden [704],,64,130,68,163,83,79
Alabama-Birmingham,Neil Callaway [247],,105,130,79,163,105,79
Kansas State,Bill Snyder [1716],,53,130,48,163,40,79
Wyoming,Dave Christensen [304],,67,130,101,163,115,79
Kansas,Turner Gill [692],,58,130,90,163,44,79
Penn State,Joe Paterno [1433],,33,130,56,163,32,79
Northern Illinois,Jerry Kill [1004],Tom Matukewicz [1171],49,130,55,163,44,79
Buffalo,Jeff Quinn [1504],,94,130,118,163,102,79
Boise State,Chris Petersen [1452],,7,130,16,163,5,79
Louisville,Charlie Strong [1779],,92,130,57,163,81,79
Missouri,Gary Pinkel [1467],,35,130,4,163,17,79
East Carolina,Ruffin McNeil [1235],,94,130,30,163,72,79
Oregon,Chip Kelly [986],,2,130,5,163,5,79
Miami (OH),Lance Guidry [739],Michael Haywood [815],67,130,53,163,81,79
Bowling Green State,Dave Clawson [320],,98,130,106,163,103,79
Vanderbilt,Robbie Caldwell [240],,67,130,108,163,79,79
Marshall,Doc Holliday [863],,101,130,81,163,104,79
South Florida,Skip Holtz [877],,89,130,58,163,55,79
Wisconsin,Bret Bielema [136],,9,130,3,163,5,79
Akron,Rob Ianello [915],,88,130,119,163,101,79
Colorado State,Steve Fairchild [590],,63,130,107,163,83,79
Duke,David Cutcliffe [426],,85,130,89,163,90,79
Brigham Young,Bronco Mendenhall [1249],,28,130,62,163,26,79
Washington,Steve Sarkisian [1618],,54,130,24,163,29,79
Illinois,Ron Zook [2052],,40,130,44,163,29,79
Louisiana-Lafayette,Rickey Bustle [228],,118,130,102,163,117,79
Arizona State,Dennis Erickson [576],,61,130,65,163,53,79
Florida International,Mario Cristobal [392],,111,130,69,163,55,79
Florida Atlantic,Howard Schnellenberger [1639],,117,130,92,163,115,79
Rutgers,Greg Schiano [1634],,98,130,76,163,107,79
Kent State,Doug Martin [1159],,78,130,93,163,98,79
Connecticut,Randy Edsall [547],,84,130,39,163,37,79
Arizona,Mike Stoops [1770],,59,130,33,163,55,79
Kentucky,Joker Phillips [1462],,42,130,63,163,77,79
Air Force,Troy Calhoun [241],,18,130,59,163,23,79
Georgia,Mark Richt [1548],,42,130,82,163,65,79
Utah,Kyle Whittingham [1969],,11,130,35,163,9,79
Nebraska,Bo Pelini [1444],,36,130,8,163,5,79
Fresno State,Pat Hill [847],,34,130,72,163,77,79
Syracuse,Doug Marrone [1154],,90,130,52,163,39,79
Army,Rich Ellerson [555],,66,130,78,163,86,79
South Carolina,Steve Spurrier [1728],,27,130,21,163,20,79
Baylor,Art Briles [188],,28,130,60,163,32,79
Eastern Michigan,Ron English [568],,90,130,113,163,98,79
Florida State,Jimbo Fisher [623],,44,130,23,163,17,79
Alabama,Nick Saban [1608],,11,130,12,163,23,79
Florida,Urban Meyer [1259],,22,130,47,163,29,79
Oregon State,Mike Riley [1550],,65,130,46,163,32,79
Tulsa,Todd Graham [718],,49,130,25,163,13,79
Texas Tech,Tommy Tuberville [1867],,36,130,20,163,23,79
Nevada-Las Vegas,Bobby Hauck [804],,65,130,115,163,93,79
Miami (FL),Randy Shannon [1656],Jeff Stoutland [1772],67,130,37,163,50,79
Navy,Ken Niumatalolo [1368],,44,130,41,163,44,79
San Jose State,Mike MacIntyre [1133],,56,130,120,163,112,79
Maryland,Ralph Friedgen [654],,75,130,32,163,42,79
New Mexico State,DeWayne Walker [1910],,64,130,116,163,109,79
Western Kentucky,Willie Taggart [1804],,118,130,110,163,119,79
West Virginia,Bill Stewart [1747],,86,130,34,163,40,79
Ohio,Frank Solich [1721],,95,130,66,163,65,79
Boston College,Frank Spaziani [1724],,68,130,67,163,50,79
San Diego State,Brady Hoke [856],,22,130,61,163,20,79
Idaho,Robb Akey [11],,53,130,98,163,90,79
Virginia,Mike London [1114],,86,130,96,163,93,79
Texas,Mack Brown [204],,55,130,29,163,65,79
Ball State,Stan Parrish [1429],,78,130,111,163,100,79
Texas-El Paso,Mike Price [1492],,104,130,88,163,107,79
Northwestern,Pat Fitzgerald [627],,43,130,42,163,35,79
Southern California,Lane Kiffin [1002],,46,130,27,163,50,79
Oklahoma State,Mike Gundy [740],,19,130,18,163,9,79
Arkansas State,Steve Roberts [1557],,115,130,94,163,120,79
Washington State,Paul Wulff [2028],,66,130,105,163,93,79
Louisiana-Monroe,Todd Berry [125],,115,130,91,163,58,79
Auburn,Gene Chizik [301],,1,130,1,163,1,79
North Carolina State,Tom O'Brien [1384],,83,130,26,163,44,79
Michigan,Rich Rodriguez [1573],,25,130,50,163,35,79
Colorado,Brian Cabral [233],Dan Hawkins [807],53,130,31,163,61,79
Louisiana State,Les Miles [1267],,8,130,15,163,17,79
Tulane,Bob Toledo [1849],,100,130,95,163,105,79
Arkansas,Bobby Petrino [1455],,10,130,11,163,13,79
Southern Methodist,June Jones [964],,92,130,36,163,90,79
North Texas,Mike Canales [256],Todd Dodge [493],117,130,103,163,118,79
Rice,David Bailiff [63],,101,130,80,163,109,79
Stanford,Jim Harbaugh [771],,3,130,19,163,9,79
Western Michigan,Bill Cubit [411],,71,130,97,163,93,79
Toledo,Tim Beckman [104],,72,130,70,163,58,79
Iowa,Kirk Ferentz [610],,48,130,13,163,13,79
Michigan State,Mark Dantonio [433],,14,130,14,163,26,79
Georgia Tech,Paul Johnson [954],,81,130,75,163,70,79
Indiana,Bill Lynch [1130],,45,130,100,163,37,79
Texas Christian,Gary Patterson [1434],,1,130,10,163,1,79
Notre Dame,Brian Kelly [985],,29,130,28,163,48,79
Pittsburgh,Phil Bennett [118],Dave Wannstedt [1920],78,130,43,163,53,79
Central Michigan,Dan Enos [571],,84,130,109,163,86,79
Nevada,Chris Ault [53],,9,130,9,163,1,79
Minnesota,Tim Brewster [183],Jeff Horton [886],49,130,51,163,65,79
Houston,Kevin Sumlin [1789],,95,130,86,163,86,79
Hawaii,Greg McMackin [1227],,42,130,7,163,65,79
Ohio State,Jim Tressel [1862],,7,130,17,163,9,79
Central Florida,George O'Leary [1390],,77,130,49,163,48,79
Louisiana Tech,Sonny Dykes [542],,51,130,104,163,86,79
Mississippi State,Dan Mullen [1324],,12,130,54,163,26,79
Oklahoma,Bob Stoops [1768],,19,130,2,163,1,79
North Carolina,Butch Davis [442],,80,130,38,163,71,79
Iowa State,Paul Rhoads [1540],,53,130,40,163,42,79
Utah State,Gary Andersen [31],,50,130,99,163,93,79
Texas A&M,Mike Sherman [1676],,19,130,6,163,20,79
