Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,44,84,12,111,30,49
Wake Forest,Jim Caldwell [239],,65,84,103,111,77,49
New Mexico,Dennis Franchione [645],,99,84,63,111,55,49
Southern Mississippi,Jeff Bower [169],,44,84,58,111,65,49
California,Keith Gilbertson [690],,94,84,88,111,55,49
Cincinnati,Rick Minter [1283],,27,84,18,111,14,49
Tennessee,Phillip Fulmer [664],,3,84,7,111,8,49
Memphis,Rip Scherer [1633],,79,84,80,111,75,49
Mississippi,Tommy Tuberville [1867],,75,84,65,111,52,49
Clemson,Tommy West [1955],,44,84,49,111,38,49
Purdue,Jim Colletto [338],,24,84,45,111,41,49
Virginia Tech,Frank Beamer [102],,32,84,14,111,16,49
Temple,Ron Dickerson [474],,55,84,104,111,88,49
Wyoming,Joe Tiller [1840],,93,84,53,111,48,49
Kansas State,Bill Snyder [1716],,6,84,15,111,8,49
Kansas,Glen Mason [1163],,6,84,10,111,11,49
Penn State,Joe Paterno [1433],,16,84,13,111,16,49
Northern Illinois,Charlie Sadler [1609],,101,84,82,111,69,49
Louisville,Ron Cooper [357],,60,84,57,111,67,49
Missouri,Larry Smith [1706],,63,84,91,111,88,49
East Carolina,Steve Logan [1113],,28,84,31,111,26,49
Oregon,Mike Bellotti [113],,37,84,21,111,8,49
Miami (OH),Randy Walker [1913],,23,84,11,111,1,49
Pacific,Chuck Shelton [1671],,103,84,89,111,88,49
Bowling Green State,Gary Blackney [147],,58,84,84,111,67,49
Vanderbilt,Ron Dowhower [516],,79,84,77,111,60,49
Wisconsin,Barry Alvarez [25],,22,84,29,111,14,49
Akron,Lee Owens [1415],,59,84,100,111,104,49
Colorado State,Sonny Lubick [1124],,90,84,39,111,11,49
Duke,Fred Goldsmith [706],,62,84,83,111,75,49
Brigham Young,LaVell Edwards [550],,90,84,41,111,45,49
Washington,Jim Lambright [1061],,24,84,25,111,29,49
Illinois,Lou Tepper [1822],,30,84,35,111,24,49
Louisiana-Lafayette,Nelson Stokley [1763],,83,84,67,111,77,49
Arizona State,Bruce Snyder [1717],,38,84,26,111,34,49
Rutgers,Doug Graber [715],,51,84,85,111,84,49
Kent State,Jim Corrigall [363],,64,84,108,111,108,49
Arizona,Dick Tomey [1853],,41,84,51,111,31,49
Kentucky,Bill Curry [421],,81,84,47,111,61,49
Air Force,Fisher DeBerry [452],,90,84,46,111,41,49
Georgia,Ray Goff [703],,75,84,50,111,55,49
Utah,Ron McBride [1178],,91,84,44,111,34,49
Nebraska,Tom Osborne [1408],,1,84,1,111,1,49
Fresno State,Jim Sweeney [1799],,97,84,70,111,52,49
Syracuse,Paul Pasqualoni [1432],,35,84,34,111,34,49
Army,Bob Sutton [1794],,65,84,75,111,77,49
South Carolina,Brad Scott [1645],,79,84,74,111,58,49
Baylor,Chuck Reedy [1523],,43,84,48,111,34,49
Eastern Michigan,Rick Rasnick [1516],,49,84,54,111,96,49
Florida State,Bobby Bowden [166],,8,84,16,111,26,49
Florida,Steve Spurrier [1728],,2,84,2,111,5,49
Alabama,Gene Stallings [1732],,72,84,43,111,50,49
Tulsa,David Rader [1506],,91,84,72,111,77,49
Oregon State,Jerry Pettibone [1457],,95,84,107,111,106,49
Texas Tech,Spike Dykes [543],,21,84,32,111,38,49
Nevada-Las Vegas,Jeff Horton [885],,107,84,94,111,100,49
Miami (FL),Butch Davis [442],,36,84,37,111,31,49
Navy,Charlie Weatherbie [1939],,67,84,92,111,88,49
San Jose State,John Ralston [1514],,104,84,87,111,92,49
Maryland,Mark Duffner [529],,55,84,60,111,69,49
New Mexico State,Jim Hess [835],,104,84,79,111,96,49
Ohio,Jim Grobe [736],,58,84,105,111,100,49
Boston College,Dan Henning [826],,47,84,28,111,81,49
West Virginia,Don Nehlen [1352],,42,84,66,111,72,49
San Diego State,Ted Tollner [1852],,93,84,42,111,50,49
Virginia,George Welsh [1954],,37,84,19,111,24,49
Texas,John Mackovic [1136],,13,84,17,111,18,49
Ball State,Bill Lynch [1130],,38,84,24,111,45,49
Texas-El Paso,Charlie Bailey [62],,101,84,99,111,100,49
