Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,71,90,16,136,10,51
Wake Forest,Jim Caldwell [239],,49,90,79,136,85,51
New Mexico,Dennis Franchione [645],,96,90,53,136,74,51
Southern Mississippi,Jeff Bower [169],,70,90,105,136,85,51
California,Keith Gilbertson [690],,76,90,15,136,27,51
Cincinnati,Tim Murphy [1333],,51,90,51,136,55,51
Tennessee,Phillip Fulmer [664],,11,90,34,136,14,51
Memphis,Chuck Stobart [1760],,55,90,68,136,74,51
Mississippi,Billy Brewer [181],,55,90,70,136,80,51
Clemson,Ken Hatfield [803],Tommy West [1955],23,90,46,136,43,51
Purdue,Jim Colletto [338],,59,90,74,136,50,51
Virginia Tech,Frank Beamer [102],,15,90,30,136,20,51
Temple,Ron Dickerson [474],,64,90,102,136,100,51
Kansas State,Bill Snyder [1716],,13,90,23,136,10,51
Wyoming,Joe Tiller [1840],,94,90,41,136,77,51
Kansas,Glen Mason [1163],,29,90,65,136,41,51
Penn State,Joe Paterno [1433],,16,90,13,136,10,51
Northern Illinois,Charlie Sadler [1609],,88,90,76,136,96,51
Louisville,Howard Schnellenberger [1639],,13,90,29,136,35,51
Missouri,Bob Stull [1785],,26,90,55,136,43,51
East Carolina,Steve Logan [1113],,69,90,104,136,88,51
Oregon,Rich Brooks [195],,80,90,31,136,35,51
Miami (OH),Randy Walker [1913],,81,90,63,136,100,51
Pacific,Chuck Shelton [1671],,93,90,101,136,98,51
Bowling Green State,Gary Blackney [147],,61,90,54,136,24,51
Vanderbilt,Gerry DiNardo [485],,57,90,59,136,83,51
Wisconsin,Barry Alvarez [25],,10,90,10,136,1,51
Akron,Gerry Faust [600],,68,90,72,136,98,51
Colorado State,Sonny Lubick [1124],,98,90,48,136,68,51
Duke,Barry Wilson [1993],,34,90,81,136,61,51
Brigham Young,LaVell Edwards [550],,89,90,52,136,64,51
Washington,Jim Lambright [1061],,71,90,24,136,20,51
Illinois,Lou Tepper [1822],,57,90,18,136,45,51
Louisiana-Lafayette,Nelson Stokley [1763],,65,90,60,136,64,51
Arizona State,Bruce Snyder [1717],,81,90,19,136,16,51
Kent State,Pete Cordelli [361],,85,90,106,136,106,51
Rutgers,Doug Graber [715],,24,90,90,136,58,51
Arizona,Dick Tomey [1853],,62,90,12,136,14,51
Kentucky,Bill Curry [421],,55,90,64,136,45,51
Air Force,Fisher DeBerry [452],,101,90,99,136,88,51
Utah,Ron McBride [1178],,99,90,44,136,20,51
Georgia,Ray Goff [703],,56,90,67,136,20,51
Nebraska,Tom Osborne [1408],,4,90,17,136,7,51
Fresno State,Jim Sweeney [1799],,81,90,37,136,30,51
Syracuse,Paul Pasqualoni [1432],,18,90,50,136,53,51
Army,Bob Sutton [1794],,53,90,86,136,96,51
South Carolina,Sparky Woods [2019],,54,90,82,136,80,51
Baylor,Chuck Reedy [1523],,54,90,49,136,58,51
Eastern Michigan,Ron Cooper [357],,81,90,84,136,105,51
Florida State,Bobby Bowden [166],,4,90,3,136,4,51
Florida,Steve Spurrier [1728],,4,90,4,136,7,51
Alabama,Gene Stallings [1732],,13,90,35,136,38,51
Tulsa,David Rader [1506],,54,90,89,136,72,51
Oregon State,Jerry Pettibone [1457],,79,90,39,136,32,51
