Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Syracuse,William Hollenback [862],,55,15,76,28,67,6
Army,Charles Daly [430],,6,15,5,28,1,6
South Carolina,Rice Warren [1929],,81,15,73,28,92,6
Wake Forest,G.M. Billings [140],,61,15,76,28,81,6
West Virginia Wesleyan,West Virginia Wesleyan_UNKNOWN_COACH,,45,15,76,28,59,6
Lafayette,Wilmer Crowell [405],,49,15,76,28,43,6
Colorado Mines,F.G. Carter [273],,16,15,59,28,27,6
Baylor,Bubs Mosley [1317],,59,15,16,28,1,6
Washington & Lee,Jogger Elcock [551],,35,15,33,28,35,6
Dartmouth,Frank Cavanaugh [285],,48,15,61,28,59,6
Lehigh,Tom Keady [977],,39,15,71,28,27,6
Alabama,Thomas Kelley [983],,54,15,28,28,67,6
Florida,Florida_UNKNOWN_COACH,,65,15,76,28,71,6
Wofford,Leslie Moser [1316],,82,15,68,28,93,6
California,Andy Smith [1697],,13,15,76,28,11,6
Oregon State,Joseph Pipal [1468],,56,15,76,28,27,6
Sewanee,Harris Cope [359],,50,15,23,28,71,6
Tennessee,John Bender [114],,6,15,10,28,1,6
Navy,Jonas Ingram [919],,33,15,15,28,43,6
Presbyterian,Walter Johnson [955],,77,15,52,28,86,6
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,80,15,54,28,81,6
Colorado College,C.J. Rothget [1592],,10,15,31,28,11,6
West Virginia,Mont McIntire [1211],,33,15,44,28,52,6
Washington & Jefferson,Sol Metzger [1256],,37,15,35,28,27,6
Virginia,Peyton Evans [582],,55,15,48,28,71,6
Yale,Tad Jones [968],,40,15,1,28,19,6
Mississippi,Fred Robbins [1555],,61,15,76,28,86,6
Clemson,Wayne Hart [796],,61,15,50,28,77,6
Purdue,Cleo O'Donnell [1388],,76,15,76,28,43,6
Texas,Conrad Van Gent [1882],,64,15,6,28,43,6
Virginia Tech,Jack Ingersoll [917],,45,15,41,28,59,6
Drake,Ralph Glaze [699],,75,15,76,28,43,6
Wyoming,John Corbett [360],,21,15,66,28,43,6
Kansas State,Zora Clevenger [321],,55,15,8,28,27,6
Northwestern,Fred Murphy [1330],,11,15,30,28,11,6
Kansas,Herman Olcott [1401],,80,15,19,28,43,6
Oklahoma State,John Griffith [734],,79,15,76,28,59,6
Virginia Military Institute,Frank Gorton [712],,58,15,70,28,74,6
