Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,30,119,15,128,8,60
Wake Forest,Al Groh [737],,53,119,83,128,54,60
New Mexico,Joe Lee Dunn [535],,63,119,89,128,91,60
West Texas A&M,West Texas A&M_UNKNOWN_COACH,,89,119,103,128,107,60
Southern Mississippi,Jim Carmody [267],,69,119,88,128,78,60
Indiana State,Indiana State_UNKNOWN_COACH,,4,119,76,128,96,60
California,Joe Kapp [973],,47,119,91,128,78,60
Cincinnati,Dave Currey [420],,71,119,101,128,83,60
Tennessee,Johnny Majors [1142],,37,119,38,128,26,60
Memphis,Rey Dempsey [459],,64,119,67,128,64,60
Mississippi,Billy Brewer [181],,64,119,77,128,83,60
Purdue,Leon Burtnett [227],,96,119,29,128,45,60
Clemson,Danny Ford [640],,46,119,35,128,37,60
Virginia Tech,Bill Dooley [507],,38,119,54,128,52,60
Temple,Bruce Arians [47],,28,119,36,128,54,60
Drake,Drake_UNKNOWN_COACH,,58,119,98,128,106,60
Kansas State,Jim Dickey [477],,78,119,82,128,74,60
Wyoming,Al Kincaid [1008],,58,119,65,128,41,60
Kansas,Mike Gottfried [713],,59,119,31,128,64,60
Penn State,Joe Paterno [1433],,68,119,2,128,19,60
Long Beach State,Mike Sheppard [1673],,42,119,93,128,78,60
Northern Illinois,Lee Corso [364],,89,119,64,128,100,60
Cal State Fullerton,Gene Murphy [1331],,4,119,60,128,1,60
Louisville,Bob Weber [1945],,71,119,70,128,98,60
Missouri,Warren Powers [1486],,88,119,87,128,69,60
East Carolina,Ed Emory [566],,65,119,107,128,96,60
Oregon,Rich Brooks [195],,39,119,50,128,33,60
Miami (OH),Tim Rose [1588],,86,119,80,128,78,60
Pacific,Bob Cope [358],,50,119,96,128,83,60
Bowling Green State,Dennis Stolz [1765],,18,119,66,128,69,60
Vanderbilt,George MacIntyre [1132],,50,119,27,128,54,60
Wisconsin,Dave McClain [1187],,98,119,42,128,41,60
Colorado State,Leon Fuller [662],,61,119,74,128,88,60
Duke,Steve Sloan [1695],,58,119,100,128,64,60
Brigham Young,LaVell Edwards [550],,1,119,25,128,1,60
Washington,Don James [928],,3,119,13,128,1,60
Louisiana-Lafayette,Sam Robertson [1559],,35,119,75,128,69,60
Illinois,Mike White [1964],,90,119,49,128,37,60
Arizona State,Darryl Rogers [1574],,39,119,62,128,29,60
Rutgers,Dick Anderson [32],,25,119,20,128,41,60
Kent State,Dick Scesniak [1630],,90,119,71,128,103,60
Arizona,Larry Smith [1706],,30,119,59,128,13,60
Kentucky,Jerry Claiborne [311],,17,119,23,128,37,60
Air Force,Fisher DeBerry [452],,42,119,39,128,51,60
Utah,Chuck Stobart [1760],,52,119,68,128,45,60
Georgia,Vince Dooley [509],,32,119,26,128,33,60
Nebraska,Tom Osborne [1408],,7,119,8,128,7,60
Fresno State,Jim Sweeney [1799],,39,119,81,128,88,60
Syracuse,Dick MacPherson [1137],,34,119,11,128,48,60
Army,Jim Young [2038],,28,119,58,128,50,60
South Carolina,Joe Morrison [1309],,8,119,19,128,11,60
Wichita State,Ron Chismar [300],,70,119,107,128,105,60
Baylor,Grant Teaff [1816],,88,119,47,128,29,60
Eastern Michigan,Jim Harkema [777],,85,119,90,128,100,60
Florida State,Bobby Bowden [166],,9,119,30,128,26,60
Southern Illinois,Ray Door [511],,67,119,107,128,108,60
Florida,Galen Hall [754],Charley Pell [1446],3,119,9,128,24,60
Alabama,Ray Perkins [1449],,54,119,28,128,59,60
Tulsa,John Cooper [355],,66,119,57,128,94,60
Oregon State,Joe Avezzano [54],,47,119,94,128,37,60
Texas Tech,Jerry Moore [1300],,94,119,72,128,93,60
Nevada-Las Vegas,Harvey Hyde [913],,18,119,34,128,21,60
Miami (FL),Jimmy Johnson [952],,51,119,1,128,23,60
Navy,Gary Tranquill [1858],,60,119,40,128,54,60
San Jose State,Claude Gilbert [689],,36,119,84,128,74,60
Maryland,Bobby Ross [1589],,47,119,6,128,21,60
New Mexico State,Fred Zechman [2049],,73,119,102,128,108,60
Boston College,Jack Bicknell [134],,26,119,5,128,1,60
West Virginia,Don Nehlen [1352],,34,119,4,128,45,60
Ohio,Brian Burke [221],,85,119,79,128,74,60
San Diego State,Doug Scovil [1648],,44,119,86,128,83,60
Virginia,George Welsh [1954],,27,119,24,128,41,60
Texas,Fred Akers [10],,93,119,10,128,16,60
Ball State,Dwight Wallace [1916],,79,119,85,128,98,60
Texas-El Paso,Bill Yung [2046],,72,119,99,128,110,60
Northwestern,Dennis Green [724],,100,119,95,128,59,60
Southern California,Ted Tollner [1852],,31,119,3,128,11,60
Oklahoma State,Pat Jones [966],,6,119,21,128,8,60
Washington State,Jim Walden [1906],,43,119,61,128,29,60
Auburn,Pat Dye [540],,61,119,18,128,25,60
Michigan,Bo Schembechler [1631],,98,119,32,128,16,60
North Carolina State,Tom Reed [1522],,58,119,73,128,69,60
Louisiana State,Bill Arnsparger [49],,29,119,14,128,8,60
Colorado,Bill McCartney [1183],,90,119,105,128,78,60
Arkansas,Ken Hatfield [803],,89,119,37,128,26,60
Tulane,Wally English [569],,63,119,69,128,88,60
Southern Methodist,Bobby Collins [341],,42,119,16,128,19,60
Illinois State,Illinois State_UNKNOWN_COACH,,35,119,92,128,103,60
Rice,Watson Brown [209],,96,119,107,128,94,60
Stanford,Jack Elway [563],,39,119,41,128,33,60
Western Michigan,Jack Harbaugh [770],,86,119,78,128,102,60
Toledo,Dan Simrell [1692],,26,119,51,128,59,60
Iowa,Hayden Fry [657],,95,119,22,128,15,60
Michigan State,George Perles [1450],,97,119,52,128,54,60
Georgia Tech,Bill Curry [421],,60,119,43,128,29,60
Indiana,Bill Mallory [1144],,102,119,106,128,69,60
Texas Christian,Jim Wacker [1900],,87,119,45,128,48,60
Notre Dame,Gerry Faust [600],,60,119,7,128,52,60
Central Michigan,Herb Deromedi [464],,19,119,63,128,64,60
Pittsburgh,Foge Fazio [601],,36,119,53,128,59,60
Minnesota,Lou Holtz [876],,100,119,55,128,64,60
Houston,Bill Yeoman [2035],,85,119,17,128,5,60
Hawaii,Dick Tomey [1853],,37,119,44,128,16,60
Ohio State,Earle Bruce [212],,73,119,33,128,13,60
Mississippi State,Emory Bellard [112],,70,119,48,128,74,60
