Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Dick Vermeil [1893],,23,112,1,144,1,51
Wake Forest,Chuck Mills [1278],,129,112,70,144,134,51
William & Mary,James Root [1584],,134,112,109,144,137,51
New Mexico,Bill Mondt [1291],,76,112,65,144,85,51
Dartmouth,John Crouthamel [400],,16,112,41,144,14,51
West Texas A&M,Gene Mayfield [1173],,104,112,106,144,115,51
Southern Mississippi,Bobby Collins [341],,86,112,55,144,65,51
California,Mike White [1964],,33,112,19,144,39,51
Indiana State,Tom Harp [782],,39,112,95,144,72,51
Cincinnati,Tony Mason [1166],,77,112,57,144,42,51
Tennessee,Bill Battle [97],,95,112,36,144,72,51
Chattanooga,Joe Morrison [1309],,88,112,110,144,130,51
Memphis,Richard Williamson [1990],,86,112,67,144,67,51
Yale,Carmen Cozza [377],,17,112,23,144,11,51
Mississippi,Ken Cooper [356],,120,112,32,144,53,51
Clemson,Red Parker [1426],,127,112,119,144,111,51
Purdue,Alex Agase [7],,110,112,45,144,53,51
Virginia Tech,Jimmy Sharpe [1658],,84,112,72,144,105,51
Temple,Wayne Hardin [773],,89,112,47,144,39,51
Drake,Jack Wallace [1917],,105,112,125,144,120,51
Wyoming,Fred Akers [10],,85,112,129,144,118,51
Kansas State,Ellis Rainsberger [1513],,45,112,94,144,53,51
Kansas,Bud Moore [1299],,65,112,2,144,31,51
Penn State,Joe Paterno [1433],,27,112,12,144,22,51
Northwestern State,Northwestern State_UNKNOWN_COACH,,54,112,138,144,120,51
Furman,Art Baker [65],,131,112,75,144,115,51
Long Beach State,Wayne Howard [889],,45,112,56,144,45,51
Northern Illinois,Jerry Ippoliti [922],,54,112,122,144,102,51
Cal State Fullerton,Jim Colletto [338],,75,112,138,144,130,51
Cornell,George Seifert [1652],,29,112,138,144,35,51
Louisville,Vince Gibson [686],,109,112,126,144,128,51
Missouri,Al Onofrio [1405],,27,112,8,144,14,51
East Carolina,Pat Dye [540],,121,112,69,144,111,51
Texas-Arlington,Harold Elliott [557],,92,112,81,144,94,51
Oregon,Don Read [1518],,46,112,99,144,61,51
Miami (OH),Dick Crum [409],,11,112,21,144,18,51
Pacific,Chester Caddas [234],,48,112,98,144,79,51
Bowling Green State,Don Nehlen [1352],,30,112,49,144,26,51
Vanderbilt,Fred Pancoast [1423],,87,112,60,144,61,51
Marshall,Frank Ellwood [560],,74,112,128,144,105,51
Wisconsin,John Jardine [934],,110,112,84,144,35,51
Akron,Jim Dennison [461],,32,112,87,144,45,51
Colorado State,Sarkis Arslanian [51],,79,112,85,144,74,51
Colgate,Neil Wheelwright [1957],,16,112,44,144,14,51
Duke,Mike McGee [1208],,114,112,113,144,90,51
Brigham Young,LaVell Edwards [550],,76,112,89,144,79,51
Western Carolina,Western Carolina_UNKNOWN_COACH,,123,112,105,144,132,51
Washington,Don James [928],,38,112,5,144,48,51
Louisiana-Lafayette,Augie Tammariello [1807],,52,112,63,144,85,51
Illinois,Bob Blackman [146],,107,112,42,144,57,51
Arizona State,Frank Kush [1054],,1,112,10,144,1,51
Rutgers,Frank Burns [224],,12,112,38,144,22,51
Kent State,Dennis Fitzgerald [626],,68,112,91,144,104,51
Connecticut,Connecticut_UNKNOWN_COACH,,95,112,138,144,140,51
Princeton,Robert Casciola [276],,27,112,7,144,18,51
Arizona,Jim Young [2038],,14,112,61,144,6,51
Kentucky,Fran Curci [417],,105,112,82,144,79,51
Air Force,Ben Martin [1157],,93,112,101,144,120,51
Utah,Tom Lovat [1121],,97,112,133,144,115,51
Georgia,Vince Dooley [509],,81,112,34,144,57,51
Nebraska,Tom Osborne [1408],,7,112,6,144,6,51
Fresno State,J.R. Boone [163],,79,112,135,144,128,51
Syracuse,Frank Maloney [1145],,85,112,31,144,31,51
Army,Homer Smith [1704],,113,112,123,144,125,51
South Carolina,Jim Carlen [264],,124,112,53,144,79,51
Wichita State,Jim Wright [2026],,109,112,121,144,127,51
Baylor,Grant Teaff [1816],,93,112,90,144,85,51
Eastern Michigan,George Mans [1148],,30,112,88,144,31,51
Florida State,Darrell Mudra [1323],,106,112,117,144,107,51
Southern Illinois,Doug Weaver [1942],,112,112,132,144,125,51
Alabama,Bear Bryant [215],,12,112,13,144,18,51
Florida,Doug Dickey [476],,77,112,50,144,59,51
Oregon State,Dee Andros [41],,66,112,114,144,79,51
Tulsa,F. Dry [526],,87,112,74,144,70,51
Texas Tech,Steve Sloan [1695],,30,112,86,144,53,51
Miami (FL),Carl Selmer [1654],,101,112,127,144,100,51
San Jose State,Darryl Rogers [1574],,39,112,37,144,42,51
Navy,George Welsh [1954],,94,112,40,144,97,51
Maryland,Jerry Claiborne [311],,35,112,30,144,26,51
New Mexico State,Jim Bradley [175],,100,112,107,144,90,51
Boston College,Joseph Yukica [2045],,94,112,51,144,94,51
West Virginia,Bobby Bowden [166],,85,112,18,144,35,51
Ohio,Bill Hess [834],,73,112,46,144,102,51
San Diego State,Claude Gilbert [689],,44,112,71,144,48,51
Virginia,Sonny Randle [1515],,132,112,130,144,137,51
Texas,Darrell Royal [1597],,20,112,11,144,6,51
Dayton,Ron Marciniak [1149],,45,112,76,144,74,51
Ball State,Dave McClain [1187],,21,112,28,144,22,51
Texas-El Paso,Gil Bartosh [90],,88,112,137,144,120,51
Northwestern,John Pont [1482],,113,112,100,144,65,51
Southern California,John McKay [1215],,39,112,25,144,50,51
Oklahoma State,Jim Stanley [1734],,22,112,17,144,18,51
Arkansas State,Bill Davidson [438],,1,112,39,144,1,51
Washington State,Jim Sweeney [1799],,68,112,35,144,85,51
Virginia Military Institute,Bob Thalman [1824],,135,112,102,144,139,51
Harvard,Joseph Restic [1536],,12,112,15,144,1,51
Louisiana-Monroe,Ollie Keller [981],,70,112,120,144,118,51
McNeese State,Jack Doland [496],,37,112,80,144,79,51
Auburn,Ralph Jordan [970],,95,112,92,144,74,51
Villanova,Dick Bedesem [106],,93,112,93,144,97,51
North Carolina State,Lou Holtz [876],,111,112,27,144,39,51
Michigan,Bo Schembechler [1631],,14,112,24,144,11,51
Pennsylvania,Harry Gamble [673],,27,112,54,144,31,51
Colorado,Bill Mallory [1144],,17,112,9,144,11,51
Louisiana State,Charles McClendon [1189],,106,112,78,144,74,51
Tulane,Bennie Ellender [554],,121,112,33,144,90,51
Arkansas,Frank Broyles [211],,23,112,22,144,22,51
Holy Cross,Edward Doherty [495],,120,112,48,144,141,51
Southern Methodist,Dave Smith [1700],,92,112,103,144,94,51
North Texas,Hayden Fry [657],,80,112,66,144,70,51
Illinois State,Gerry Hart [794],,44,112,131,144,107,51
Rice,Al Conover [348],,106,112,124,144,90,51
Stanford,Jack Christiansen [305],,38,112,29,144,45,51
Columbia,William Campbell [255],,27,112,108,144,26,51
Western Michigan,Elliot Uzelac [1875],,79,112,116,144,107,51
Toledo,Jack Murphy [1332],,48,112,79,144,100,51
Richmond,Jim Tait [1805],,101,112,59,144,107,51
Iowa,Bob Commings [346],,112,112,111,144,61,51
Brown,John Anderson [38],,21,112,26,144,6,51
Michigan State,Dennis Stolz [1765],,101,112,14,144,14,51
Georgia Tech,Pepper Rodgers [1572],,105,112,58,144,85,51
Indiana,Lee Corso [364],,115,112,118,144,67,51
Texas Christian,Jim Shofner [1682],,97,112,134,144,97,51
Notre Dame,Dan Devine [469],,74,112,43,144,51,51
Pittsburgh,Johnny Majors [1142],,84,112,16,144,26,51
Central Michigan,Roy Kramer [1043],,11,112,73,144,26,51
Lamar,Vernon Glass [697],,107,112,136,144,120,51
Minnesota,Cal Stoll [1764],,109,112,77,144,59,51
Delaware,Delaware_UNKNOWN_COACH,,13,112,83,144,42,51
Houston,Bill Yeoman [2035],,111,112,112,144,111,51
Hawaii,Larry Price [1491],,49,112,52,144,74,51
Citadel,Bobby Ross [1589],,126,112,97,144,134,51
Ohio State,Woody Hayes [812],,13,112,4,144,6,51
Mississippi State,Bob Tyler [1871],,86,112,62,144,61,51
Louisiana Tech,Maxie Lambright [1062],,15,112,64,144,67,51
Oklahoma,Barry Switzer [1802],,12,112,3,144,1,51
North Carolina,Bill Dooley [507],,131,112,96,144,136,51
Appalachian State,Jim Brakefield [178],,128,112,68,144,133,51
Iowa State,Earle Bruce [212],,38,112,115,144,35,51
Utah State,Phil Krueger [1050],,79,112,104,144,111,51
Texas A&M,Emory Bellard [112],,30,112,20,144,51,51
