Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,11,78,5,103,11,40
Wake Forest,Bill Dooley [507],,51,78,58,103,41,40
New Mexico,Mike Sheppard [1673],,76,78,98,103,94,40
Southern Mississippi,Curley Hallman [757],,10,78,27,103,14,40
California,Bruce Snyder [1717],,50,78,46,103,41,40
Cincinnati,Dave Currey [420],,78,78,101,103,90,40
Tennessee,Johnny Majors [1142],,60,78,53,103,58,40
Memphis,Charlie Bailey [62],,65,78,47,103,66,40
Mississippi,Billy Brewer [181],,66,78,39,103,63,40
Purdue,Fred Akers [10],,62,78,61,103,90,40
Clemson,Danny Ford [640],,12,78,12,103,8,40
Virginia Tech,Frank Beamer [102],,35,78,93,103,58,40
Temple,Bruce Arians [47],,70,78,71,103,78,40
Wyoming,Paul Roach [1553],,15,78,14,103,28,40
Kansas State,Stan Parrish [1429],,68,78,104,103,106,40
Kansas,Glen Mason [1163],,67,78,102,103,105,40
Penn State,Joe Paterno [1433],,67,78,51,103,48,40
Long Beach State,Larry Reisbig [1533],,97,78,87,103,101,40
Northern Illinois,Jerry Pettibone [1457],,88,78,59,103,75,40
Cal State Fullerton,Gene Murphy [1331],,91,78,75,103,81,40
Louisville,Howard Schnellenberger [1639],,19,78,48,103,55,40
Missouri,Woody Widenhofer [1974],,30,78,91,103,52,40
East Carolina,Art Baker [65],,42,78,92,103,75,40
Oregon,Rich Brooks [195],,47,78,19,103,41,40
Miami (OH),Tim Rose [1588],,99,78,104,103,103,40
Pacific,Bob Cope [358],,95,78,94,103,97,40
Bowling Green State,Moe Ankney [42],,93,78,86,103,72,40
Vanderbilt,Watson Brown [209],,73,78,67,103,83,40
Wisconsin,Don Morton [1313],,90,78,97,103,97,40
Akron,Gerry Faust [600],,96,78,85,103,79,40
Colorado State,Leon Fuller [662],,72,78,95,103,97,40
Duke,Steve Spurrier [1728],,52,78,54,103,55,40
Brigham Young,LaVell Edwards [550],,55,78,25,103,31,40
Washington,Don James [928],,47,78,37,103,24,40
Louisiana-Lafayette,Nelson Stokley [1763],,70,78,64,103,74,40
Illinois,John Mackovic [1136],,58,78,38,103,28,40
Arizona State,Larry Marmie [1152],,48,78,16,103,26,40
Rutgers,Dick Anderson [32],,76,78,62,103,86,40
Kent State,Dick Crum [409],,94,78,56,103,68,40
Arizona,Dick Tomey [1853],,17,78,9,103,22,40
Kentucky,Jerry Claiborne [311],,66,78,44,103,63,40
Air Force,Fisher DeBerry [452],,65,78,73,103,83,40
Utah,Jim Fassel [596],,56,78,60,103,86,40
Georgia,Vince Dooley [509],,39,78,34,103,14,40
Nebraska,Tom Osborne [1408],,9,78,8,103,14,40
Fresno State,Jim Sweeney [1799],,19,78,40,103,41,40
Syracuse,Dick MacPherson [1137],,13,78,20,103,5,40
Army,Jim Young [2038],,64,78,69,103,81,40
South Carolina,Joe Morrison [1309],,38,78,31,103,33,40
Baylor,Grant Teaff [1816],,50,78,77,103,37,40
Eastern Michigan,Jim Harkema [777],,73,78,50,103,52,40
Florida State,Bobby Bowden [166],,4,78,4,103,5,40
Florida,Galen Hall [754],,69,78,29,103,19,40
Alabama,Bill Curry [421],,51,78,28,103,14,40
Oregon State,Dave Kragthorpe [1041],,47,78,36,103,37,40
Tulsa,David Rader [1506],,38,78,83,103,68,40
Texas Tech,Spike Dykes [543],,37,78,79,103,28,40
Nevada-Las Vegas,Wayne Nunnely [1379],,93,78,72,103,94,40
Miami (FL),Jimmy Johnson [952],,2,78,2,103,3,40
Navy,Elliot Uzelac [1875],,76,78,104,103,86,40
San Jose State,Claude Gilbert [689],,92,78,81,103,83,40
Maryland,Joe Krivak [1045],,53,78,26,103,52,40
New Mexico State,Mike Knoll [1030],,98,78,100,103,103,40
Ohio,Cleve Bryant [216],,97,78,52,103,97,40
Boston College,Jack Bicknell [134],,77,78,68,103,79,40
West Virginia,Don Nehlen [1352],,3,78,17,103,3,40
San Diego State,Dennis Stolz [1765],,66,78,65,103,90,40
Virginia,George Welsh [1954],,51,78,30,103,11,40
Texas,David McWilliams [1241],,52,78,90,103,41,40
Ball State,Paul Schudel [1641],,84,78,43,103,55,40
Texas-El Paso,Bob Stull [1785],,18,78,45,103,33,40
Northwestern,Francis Peay [1441],,70,78,89,103,86,40
Southern California,Larry Smith [1706],,5,78,3,103,8,40
Oklahoma State,Pat Jones [966],,12,78,15,103,22,40
Arkansas State,Arkansas State_UNKNOWN_COACH,,63,78,76,103,68,40
Washington State,Dennis Erickson [576],,47,78,7,103,1,40
Auburn,Pat Dye [540],,12,78,11,103,11,40
Michigan,Bo Schembechler [1631],,4,78,6,103,5,40
North Carolina State,Dick Sheridan [1674],,53,78,18,103,37,40
Colorado,Bill McCartney [1183],,16,78,33,103,33,40
Louisiana State,Mike Archer [46],,52,78,10,103,8,40
Arkansas,Ken Hatfield [803],,9,78,23,103,14,40
Tulane,Greg Davis [443],,55,78,66,103,58,40
Rice,Jerry Berndt [121],,62,78,103,103,75,40
Stanford,Jack Elway [563],,50,78,63,103,48,40
Western Michigan,Al Molde [1288],,83,78,24,103,48,40
Toledo,Dan Simrell [1692],,86,78,55,103,58,40
Iowa,Hayden Fry [657],,34,78,70,103,41,40
Michigan State,George Perles [1450],,39,78,35,103,19,40
Georgia Tech,Bobby Ross [1589],,58,78,74,103,63,40
Indiana,Bill Mallory [1144],,40,78,32,103,31,40
Texas Christian,Jim Wacker [1900],,56,78,78,103,33,40
Notre Dame,Lou Holtz [876],,1,78,1,103,1,40
Central Michigan,Herb Deromedi [464],,86,78,49,103,66,40
Pittsburgh,Mike Gottfried [713],,52,78,57,103,41,40
Minnesota,John Gutekunst [742],,68,78,80,103,101,40
Houston,Jack Pardee [1425],,37,78,21,103,26,40
Hawaii,Bob Wagner [1904],,20,78,42,103,37,40
Ohio State,John Cooper [355],,60,78,22,103,94,40
Mississippi State,Rockey Felker [605],,73,78,99,103,68,40
Louisiana Tech,Joe Peace [1439],,68,78,88,103,72,40
Oklahoma,Barry Switzer [1802],,11,78,13,103,19,40
North Carolina,Mack Brown [204],,56,78,96,103,58,40
Iowa State,Jim Walden [1906],,33,78,82,103,48,40
Utah State,Chuck Shelton [1671],,88,78,84,103,90,40
Texas A&M,Jackie Sherrill [1677],,46,78,41,103,24,40
