Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Bob Toledo [1849],,26,119,30,131,7,66
Middle Tennessee State,Andy McCollum [1190],,46,119,77,131,37,66
Wake Forest,Jim Grobe [736],,67,119,52,131,69,66
New Mexico,Rocky Long [1116],,46,119,82,131,81,66
Southern Mississippi,Jeff Bower [169],,85,119,66,131,76,66
California,Tom Holmoe [870],,42,119,111,131,64,66
Cincinnati,Rick Minter [1283],,83,119,75,131,69,66
Troy,Larry Blakeney [150],,18,119,90,131,42,66
Tennessee,Phillip Fulmer [664],,27,119,1,131,1,66
Memphis,Tommy West [1955],,79,119,76,131,73,66
Mississippi,David Cutcliffe [426],,43,119,19,131,33,66
Purdue,Joe Tiller [1840],,82,119,49,131,42,66
Clemson,Tommy Bowden [168],,63,119,33,131,64,66
Virginia Tech,Frank Beamer [102],,34,119,50,131,20,66
Temple,Bobby Wallace [1915],,52,119,96,131,69,66
Alabama-Birmingham,Watson Brown [209],,80,119,73,131,88,66
Kansas State,Bill Snyder [1716],,15,119,61,131,33,66
Wyoming,Vic Koenning [1035],,71,119,107,131,85,66
Kansas,Terry Allen [20],Tom Hayes [811],24,119,89,131,59,66
Penn State,Joe Paterno [1433],,103,119,45,131,64,66
Northern Illinois,Joe Novak [1376],,64,119,68,131,92,66
Buffalo,Jim Hofher [855],,104,119,100,131,108,66
Boise State,Dan Hawkins [807],,61,119,32,131,12,66
Louisville,John Smith [1705],,21,119,34,131,37,66
Missouri,Gary Pinkel [1467],,47,119,80,131,55,66
East Carolina,Steve Logan [1113],,69,119,72,131,77,66
Oregon,Mike Bellotti [113],,2,119,9,131,1,66
Miami (OH),Terry Hoeppner [853],,96,119,51,131,50,66
Bowling Green State,Urban Meyer [1259],,62,119,39,131,52,66
Vanderbilt,Woody Widenhofer [1974],,49,119,113,131,59,66
Marshall,Bob Pruett [1498],,16,119,38,131,7,66
South Florida,Jim Leavitt [1083],,60,119,79,131,95,66
Wisconsin,Barry Alvarez [25],,108,119,57,131,55,66
Akron,Lee Owens [1415],,96,119,87,131,88,66
Colorado State,Sonny Lubick [1124],,59,119,63,131,46,66
Duke,Carl Franks [648],,88,119,115,131,99,66
Brigham Young,Gary Crowton [408],,19,119,43,131,42,66
Washington,Rick Neuheisel [1357],,27,119,10,131,26,66
Illinois,Ron Turner [1869],,25,119,25,131,33,66
Louisiana-Lafayette,Jerry Baldwin [70],,94,119,103,131,113,66
Arizona State,Dirk Koetter [1036],,36,119,84,131,64,66
Rutgers,Greg Schiano [1634],,57,119,106,131,104,66
Kent State,Dean Pees [1443],,92,119,65,131,90,66
Connecticut,Randy Edsall [547],,97,119,105,131,99,66
Arizona,John Mackovic [1136],,38,119,88,131,59,66
Kentucky,Guy Morriss [1311],,48,119,91,131,55,66
Air Force,Fisher DeBerry [452],,67,119,78,131,83,66
Utah,Ron McBride [1178],,47,119,58,131,50,66
Georgia,Mark Richt [1548],,36,119,4,131,12,66
Nebraska,Frank Solich [1721],,2,119,14,131,22,66
Fresno State,Pat Hill [847],,78,119,20,131,18,66
Syracuse,Paul Pasqualoni [1432],,21,119,22,131,18,66
Army,Todd Berry [125],,94,119,101,131,111,66
South Carolina,Lou Holtz [876],,30,119,16,131,7,66
Baylor,Kevin Steele [1741],,36,119,97,131,79,66
Eastern Michigan,Jeff Woodruff [2018],,101,119,109,131,104,66
Florida State,Bobby Bowden [166],,51,119,18,131,7,66
Alabama,Dennis Franchione [645],,39,119,26,131,12,66
Florida,Steve Spurrier [1728],,23,119,3,131,5,66
