Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Bert LaBrucherie [1056],,20,66,46,79,61,26
Wake Forest,D.C. Walker [1909],,39,66,12,79,39,26
Washington & Lee,Art Lewis [1095],,46,66,85,79,45,26
William & Mary,Rube McCray [1196],,24,66,30,79,22,26
New Mexico,Berl Huffman [899],,83,66,93,79,100,26
Dartmouth,DeOrmond McLaughry [1223],,34,66,63,79,29,26
West Texas A&M,Frank Kimbrough [1006],,75,66,75,79,80,26
California,Pappy Waldorf [1908],,7,66,26,79,12,26
San Francisco,Ed McKeever [1219],,62,66,43,79,61,26
Tennessee,Bob Neyland [1364],,50,66,19,79,29,26
Chattanooga,Andrew Moore [1297],,63,66,111,79,54,26
Santa Clara,Len Casanova [275],,34,66,102,79,67,26
Detroit Mercy,Chuck Baer [59],,89,66,53,79,86,26
Yale,Howard Odell [1394],,37,66,22,79,22,26
Mississippi,John Vaught [1889],,38,66,5,79,22,26
Purdue,Stuart Holcomb [857],,115,66,52,79,22,26
Clemson,Frank Howard [888],,67,66,94,79,54,26
Virginia Tech,Jimmy Kitts [1025],,47,66,83,79,39,26
Portland,Portland_UNKNOWN_COACH,,109,66,111,79,117,26
Temple,Ray Morrison [1310],,73,66,107,79,119,26
Drake,Al Kawal [976],,106,66,105,79,115,26
Kansas State,Sam Francis [646],,107,66,111,79,119,26
Wyoming,Bowden Wyatt [2029],,98,66,72,79,105,26
Kansas,George Sauer [1621],,14,66,42,79,22,26
Penn State,Bob Higgins [842],,3,66,62,79,1,26
Furman,Robert Smith [1711],,75,66,106,79,74,26
Fordham,Edward Danowski [432],,73,66,111,79,105,26
New York University,Hook Mylin [1343],,82,66,111,79,121,26
Cornell,George James [929],,38,66,68,79,34,26
Missouri,Don Faurot [599],,35,66,36,79,90,26
Oregon,Jim Aiken [9],,34,66,32,79,74,26
Georgetown,Jack Hagerty [749],,82,66,79,79,100,26
Vanderbilt,Red Sanders [1613],,62,66,6,79,49,26
Wisconsin,Harry Stuhldreher [1784],,20,66,31,79,18,26
Colorado State,Robert Davis [447],,106,66,78,79,100,26
Colgate,Paul Bixler [142],,54,66,111,79,74,26
Duke,Wallace Wade [1902],,27,66,17,79,22,26
Brigham Young,Edwin Kimball [1005],,102,66,73,79,110,26
Washington,Ralph Welch [1952],,66,66,89,79,80,26
Illinois,Ray Eliot [553],,115,66,57,79,61,26
Arizona State,Edward Doherty [495],,83,66,88,79,95,26
Rutgers,Harvey Harman [780],,13,66,44,79,12,26
Princeton,Charles Caldwell [237],,26,66,33,79,18,26
Saint Mary's (CA),James Phelan [1460],,91,66,98,79,90,26
Marquette,Frank Murray [1335],,86,66,69,79,80,26
Arizona,Miles Casteel [279],,73,66,55,79,86,26
Kentucky,Bear Bryant [215],,55,66,13,79,34,26
Georgia,Wallace Butts [230],,59,66,29,79,39,26
