Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,William Spaulding [1723],,39,30,94,57,49,14
Wake Forest,F.S. Miller [1270],,76,30,81,57,75,14
Washington & Lee,Eugene Oberst [1393],,82,30,97,57,84,14
Gonzaga,Ray Flaherty [630],,52,30,97,57,98,14
Dartmouth,Jack Cannell [258],,20,30,54,57,35,14
California,Nibs Price [1493],,36,30,9,57,35,14
Sewanee,Harvey Harmon [781],,95,30,92,57,84,14
Tennessee,Bob Neyland [1364],,9,30,10,57,11,14
Colorado College,W.T. VandeGraaff [1885],,71,30,97,57,103,14
Washington & Jefferson,William Amos [29],,66,30,68,57,75,14
Detroit Mercy,Gus Dorais [512],,56,30,52,57,49,14
Yale,Mal Stevens [1745],,24,30,61,57,46,14
Mississippi,Mississippi_UNKNOWN_COACH,,96,30,97,57,90,14
Purdue,Noble Kizer [1026],,48,30,20,57,11,14
Clemson,Josh Cody [328],,17,30,50,57,27,14
Grinnell,Lester Watt [1936],,69,30,97,57,75,14
Virginia Tech,O.E. Neale [1349],,68,30,72,57,55,14
Temple,Henry Miller [1272],,80,30,42,57,72,14
Drake,Ossie Solem [1720],,66,30,44,57,70,14
Kansas State,Bo McMillin [1231],,88,30,58,57,84,14
Wyoming,John Rhodes [1541],,83,30,83,57,103,14
Kansas,Bill Hargiss [776],,82,30,39,57,63,14
Penn State,Bob Higgins [842],,79,30,97,57,84,14
Fordham,Frank Cavanaugh [285],,34,30,22,57,46,14
New York University,New York University_UNKNOWN_COACH,,45,30,26,57,49,14
Cornell,Gilmour Dobie [489],,41,30,74,57,60,14
Missouri,Gwinn Henry [827],,89,30,79,57,66,14
Regis (CO),Regis (CO)_UNKNOWN_COACH,,69,30,73,57,96,14
Oregon,Clarence Spears [1725],,36,30,56,57,46,14
Creighton,Creighton_UNKNOWN_COACH,,82,30,97,57,79,14
Georgetown,Tommy Mills [1281],,80,30,18,57,84,14
Vanderbilt,Dan McGugin [1210],,13,30,34,57,18,14
Wisconsin,Glenn Thistlethwaite [1826],,44,30,65,57,18,14
Colorado State,Harry Hughes [900],,81,30,59,57,98,14
Colgate,Andrew Kerr [995],,44,30,25,57,1,14
Duke,Jimmy DeHart [456],,54,30,29,57,1,14
Brigham Young,Ott Romney [1581],,10,30,51,57,11,14
Washington,James Phelan [1460],,36,30,38,57,49,14
Illinois,Robert Zuppke [2053],,42,30,91,57,27,14
Northern Colorado,William Saunders [1624],,58,30,90,57,100,14
Princeton,Princeton_UNKNOWN_COACH,,60,30,97,57,61,14
Saint Mary's (CA),Slip Madigan [1139],,36,30,12,57,42,14
Carnegie Mellon,Walter Steffen [1742],,41,30,40,57,55,14
Marquette,Frank Murray [1335],,5,30,53,57,1,14
Kentucky,Harry Gamage [672],,42,30,75,57,18,14
Utah,Ike Armstrong [48],,5,30,6,57,1,14
Georgia,Harry Mehre [1247],,17,30,19,57,27,14
Nebraska,Dana Bible [132],,89,30,30,57,90,14
Syracuse,Vic Hanson [769],,41,30,89,57,35,14
Army,Arthur Parmalee [1427],,10,30,63,57,11,14
South Carolina,Billy Laval [1073],,74,30,17,57,70,14
Baylor,Morley Jennings [942],,71,30,14,57,18,14
Colorado Mines,George Allen [17],,78,30,95,57,105,14
Alabama,Wallace Wade [1902],,4,30,1,57,1,14
Florida,Florida_UNKNOWN_COACH,,14,30,35,57,18,14
Oregon State,Paul Schissler [1635],,20,30,43,57,35,14
Navy,William Ingram [920],,63,30,62,57,42,14
Montana State,Schubert Dyche [539],,69,30,70,57,93,14
Maryland,Curley Byrd [231],,67,30,64,57,49,14
West Virginia,Rat Rogers [1577],,67,30,47,57,79,14
Idaho,Leo Calland [246],,57,30,93,57,96,14
Virginia,Earl Abell [2],,77,30,87,57,63,14
Texas,Clyde Littlefield [1108],,59,30,8,57,1,14
Western State,Tefler Meade [1242],,82,30,97,57,106,14
Northwestern,Dick Hanley [766],,9,30,5,57,11,14
Southern California,Howard Jones [962],,14,30,3,57,18,14
Oklahoma State,Pappy Waldorf [1908],,5,30,27,57,1,14
Washington State,O.E. Hollingbery [864],,10,30,4,57,11,14
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,77,30,86,57,66,14
Harvard,Harvard_UNKNOWN_COACH,,22,30,69,57,42,14
Auburn,Chet Wynne [2032],,82,30,60,57,66,14
Villanova,Harry Stuhldreher [1784],,78,30,48,57,55,14
Michigan,Harry Kipke [1020],,5,30,13,57,1,14
North Carolina State,John Van Liew [1883],,89,30,84,57,84,14
Pennsylvania,Lud Wray [2024],,62,30,46,57,61,14
Louisiana State,Russ Cohen [331],,91,30,67,57,72,14
Colorado,Myron Witham [2006],,11,30,31,57,11,14
Arkansas,Fred Thomsen [1835],,90,30,37,57,75,14
Tulane,Bernie Bierman [137],,13,30,15,57,18,14
Southern Methodist,Ray Morrison [1310],,68,30,24,57,35,14
Rice,Jack Meagher [1243],,87,30,7,57,79,14
Stanford,Pop Warner [1926],,17,30,11,57,27,14
Columbia,Lou Little [1107],,46,30,77,57,55,14
Chicago,Amos Alonzo Stagg [1730],,51,30,97,57,35,14
Iowa,Burton Ingwersen [921],,59,30,33,57,18,14
Brown,DeOrmond McLaughry [1223],,39,30,82,57,49,14
Michigan State,Jimmy Crowley [407],,55,30,21,57,90,14
Georgia Tech,William Alexander [15],,57,30,55,57,63,14
Indiana,Pat Page [1420],,59,30,45,57,42,14
Texas Christian,Francis Schmidt [1638],,68,30,16,57,27,14
Notre Dame,Knute Rockne [1568],,4,30,2,57,1,14
Pittsburgh,Jock Sutherland [1792],,18,30,36,57,27,14
Minnesota,Fritz Crisler [391],,41,30,85,57,27,14
Centenary (LA),Homer Norton [1374],,61,30,28,57,1,14
Ohio State,Sam Willaman [1980],,15,30,32,57,18,14
Montana,Frank Millburn [1269],,39,30,71,57,55,14
Bucknell,Carl Snavely [1715],,78,30,76,57,79,14
Mississippi State,Red Cagle [235],,95,30,78,57,27,14
Oklahoma,Adrian Lindsey [1103],,78,30,49,57,66,14
Davidson,Monk Younger [2043],,83,30,66,57,79,14
North Carolina,Chuck Collins [342],,62,30,41,57,35,14
Denver,Jeff Cravath [383],,58,30,57,57,100,14
Iowa State,C. Noel Workman [2023],,97,30,96,57,93,14
Utah State,Utah State_UNKNOWN_COACH,,76,30,80,57,102,14
Washington (MO),Albert Sharpe [1657],,51,30,88,57,72,14
