Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,William Spaulding [1723],,36,32,85,38,52,13
Wake Forest,Stanley Cofall [329],,79,32,85,38,99,13
Washington & Lee,Pat Herron [833],,77,32,85,38,95,13
Dartmouth,Jesse Hawley [808],,74,32,72,38,62,13
California,Nibs Price [1493],,7,32,30,38,9,13
Sewanee,M.S. Bennett [117],W.H. Kirkpatrick [1022],63,32,85,38,72,13
Tennessee,Bob Neyland [1364],,3,32,12,38,1,13
Colorado College,W.T. VandeGraaff [1885],,11,32,48,38,26,13
Washington & Jefferson,Andrew Kerr [995],,40,32,85,38,72,13
Detroit Mercy,Gus Dorais [512],,4,32,23,38,1,13
Yale,Mal Stevens [1745],,63,32,35,38,44,13
Mississippi,Homer Hazel [816],,52,32,25,38,44,13
Purdue,James Phelan [1460],,81,32,39,38,44,13
Clemson,Josh Cody [328],,37,32,31,38,52,13
Grinnell,Lester Watt [1936],,93,32,54,38,83,13
Virginia Tech,Andy Gustafson [741],,58,32,45,38,72,13
Drake,Ossie Solem [1720],,37,32,28,38,18,13
Kansas State,Bo McMillin [1231],,97,32,80,38,95,13
Wyoming,George McLaren [1222],,69,32,85,38,83,13
Kansas,Bill Hargiss [776],,94,32,66,38,92,13
Penn State,Hugo Bezdek [130],,48,32,85,38,35,13
Furman,Furman_UNKNOWN_COACH,,71,32,70,38,72,13
Fordham,Frank Cavanaugh [285],,37,32,79,38,62,13
New York University,New York University_UNKNOWN_COACH,,37,32,13,38,52,13
Cornell,Gilmour Dobie [489],,61,32,85,38,72,13
Missouri,Gwinn Henry [827],,74,32,63,38,72,13
Oregon,John McEwan [1206],,11,32,36,38,18,13
Creighton,Creighton_UNKNOWN_COACH,,88,32,52,38,72,13
Georgetown,Lou Little [1107],,30,32,15,38,9,13
Vanderbilt,Dan McGugin [1210],,8,32,22,38,9,13
Wisconsin,Glenn Thistlethwaite [1826],,49,32,3,38,1,13
Colorado State,Harry Hughes [900],,9,32,33,38,18,13
Colgate,Earl Abell [2],,48,32,42,38,62,13
Duke,Jimmy DeHart [456],,70,32,68,38,88,13
Brigham Young,Ott Romney [1581],,25,32,82,38,44,13
Washington,Enoch Bagshaw [61],,29,32,59,38,26,13
Illinois,Robert Zuppke [2053],,49,32,9,38,1,13
Northern Colorado,William Saunders [1624],,38,32,71,38,44,13
Princeton,Princeton_UNKNOWN_COACH,,31,32,56,38,26,13
Carnegie Mellon,Walter Steffen [1742],,31,32,14,38,1,13
Marquette,Frank Murray [1335],,93,32,64,38,88,13
Kentucky,Harry Gamage [672],,63,32,67,38,35,13
Georgia,Harry Mehre [1247],,66,32,61,38,52,13
Utah,Ike Armstrong [48],,3,32,16,38,1,13
Nebraska,Ernest Bearg [103],,30,32,27,38,26,13
Syracuse,Lew Andreas [39],,50,32,78,38,72,13
Army,Biff Jones [958],,35,32,17,38,18,13
South Carolina,Billy Laval [1073],,67,32,53,38,62,13
Baylor,Morley Jennings [942],,57,32,37,38,35,13
Colorado Mines,George Allen [17],,36,32,74,38,52,13
Alabama,Wallace Wade [1902],,36,32,24,38,9,13
Florida,Florida_UNKNOWN_COACH,,8,32,32,38,9,13
Oregon State,Paul Schissler [1635],,29,32,21,38,44,13
Navy,William Ingram [920],,36,32,19,38,18,13
Maryland,Curley Byrd [231],,68,32,60,38,88,13
Montana State,Schubert Dyche [539],,26,32,58,38,35,13
West Virginia,Rat Rogers [1577],,27,32,46,38,18,13
Idaho,Charlie Erb [574],,33,32,76,38,44,13
Virginia,Greasy Neale [1348],,74,32,81,38,92,13
Texas,Clyde Littlefield [1108],,46,32,20,38,18,13
Western State,Stewart Clark [318],,41,32,85,38,62,13
Northwestern,Dick Hanley [766],,77,32,8,38,26,13
Southern California,Howard Jones [962],,4,32,7,38,1,13
Oklahoma State,John Maulbetsch [1172],,98,32,85,38,97,13
Washington State,O.E. Hollingbery [864],,30,32,38,38,35,13
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,55,32,50,38,62,13
Harvard,Harvard_UNKNOWN_COACH,,38,32,44,38,35,13
Auburn,George Bohler [159],,69,32,85,38,83,13
Michigan,Tad Wieman [1975],,79,32,2,38,62,13
North Carolina State,Gus Tebell [1818],,80,32,51,38,97,13
Louisiana State,Russ Cohen [331],,54,32,41,38,35,13
Pennsylvania,Lou Young [2039],,31,32,40,38,26,13
Colorado,Myron Witham [2006],,7,32,26,38,9,13
Tulane,Bernie Bierman [137],,45,32,73,38,62,13
Arkansas,Francis Schmidt [1638],,55,32,29,38,26,13
Southern Methodist,Ray Morrison [1310],,62,32,34,38,52,13
Rice,Claude Rothgeb [1591],,65,32,85,38,62,13
Stanford,Pop Warner [1926],,7,32,18,38,9,13
Columbia,Charles Crowley [406],,66,32,85,38,83,13
Chicago,Amos Alonzo Stagg [1730],,87,32,85,38,72,13
Iowa,Burton Ingwersen [921],,71,32,4,38,9,13
Brown,DeOrmond McLaughry [1223],,47,32,57,38,52,13
Michigan State,Harry Kipke [1020],,68,32,75,38,72,13
