Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Babe Horrell [884],,11,13,61,31,26,7
Army,Red Blaik [148],,27,13,19,31,14,7
Wake Forest,D.C. Walker [1909],,58,13,33,31,69,7
South Carolina,J.P. Moran [1304],,28,13,38,31,32,7
Dartmouth,Dartmouth_UNKNOWN_COACH,,29,13,18,31,39,7
California,Stub Allison [23],,10,13,44,31,21,7
San Francisco,Al Tassi [1809],,13,13,71,31,39,7
Tulsa,Henry Frnka [655],,27,13,16,31,26,7
Texas Tech,Texas Tech_UNKNOWN_COACH,,69,13,50,31,52,7
Navy,John Whelchel [1959],,21,13,5,31,10,7
Maryland,Clarence Spears [1725],,54,13,71,31,66,7
West Virginia,Rat Rogers [1577],,53,13,49,31,61,7
Colorado College,Harold White [1962],,3,13,27,31,1,7
Saint Mary's (CA) Pre-Flight,Saint Mary's (CA) Pre-Flight_UNKNOWN_COACH,,9,13,54,31,14,7
Camp Grant,Camp Grant_UNKNOWN_COACH,,37,13,58,31,26,7
Virginia,Frank Murray [1335],,33,13,30,31,32,7
Yale,Howard Odell [1394],,53,13,59,31,66,7
Texas,Dana Bible [132],,2,13,13,31,1,7
Clemson,Frank Howard [888],,64,13,71,31,75,7
Purdue,Elmer Burnham [223],,3,13,3,31,1,7
Temple,Ray Morrison [1310],,55,13,68,31,61,7
Kansas State,Ward Haylett [813],,67,13,71,31,61,7
Northwestern,Pappy Waldorf [1908],,27,13,4,31,14,7
Kansas,Henry Shenk [1672],,66,13,48,31,56,7
Southern California,Jeff Cravath [383],,4,13,14,31,5,7
Oklahoma State,Jim Lookabaugh [1120],,61,13,35,31,39,7
Virginia Military Institute,Virginia Military Institute_UNKNOWN_COACH,,63,13,65,31,72,7
Penn State,Bob Higgins [842],,49,13,28,31,52,7
Villanova,Jordan Olivar [1402],,49,13,55,31,56,7
Michigan,Fritz Crisler [391],,23,13,7,31,10,7
North Carolina State,North Carolina State_UNKNOWN_COACH,,65,13,71,31,76,7
Pennsylvania,George Munger [1327],,34,13,11,31,32,7
Colorado,Jim Yeager [2034],,5,13,63,31,5,7
Louisiana State,Bernie Moore [1298],,52,13,17,31,39,7
Arkansas,John Tomlin [1854],,73,13,62,31,69,7
Tulane,Claude Simons [1690],,34,13,25,31,32,7
Holy Cross,Holy Cross_UNKNOWN_COACH,,47,13,22,31,52,7
Southern Methodist,James Stewart [1750],,73,13,46,31,56,7
Rice,Jess Neely [1350],,68,13,37,31,61,7
Del Monte Pre-Flight,Del Monte Pre-Flight_UNKNOWN_COACH,,7,13,24,31,10,7
Cornell,Cornell_UNKNOWN_COACH,,49,13,20,31,46,7
Columbia,Lou Little [1107],,59,13,71,31,72,7
Missouri,Chauncey Simpson [1691],,63,13,32,31,39,7
North Carolina Pre-Flight,Frank Kimbrough [1006],,57,13,67,31,72,7
Richmond,Malcolm Pitt [1469],,22,13,34,31,21,7
Iowa,Slip Madigan [1139],,45,13,64,31,46,7
Brown,Skip Stahley [1731],,52,13,51,31,61,7
Georgia Tech,William Alexander [15],,27,13,6,31,21,7
Georgia Pre-Flight,Georgia Pre-Flight_UNKNOWN_COACH,,28,13,26,31,26,7
Pacific,Pacific_UNKNOWN_COACH,,6,13,12,31,8,7
Indiana,Bo McMillin [1231],,33,13,45,31,21,7
Texas Christian,Dutch Meyer [1257],,73,13,41,31,66,7
Notre Dame,Frank Leahy [1080],,22,13,1,31,8,7
Wisconsin,Harry Stuhldreher [1784],,43,13,66,31,39,7
Great Lakes Navy,Great Lakes Navy_UNKNOWN_COACH,,25,13,2,31,5,7
Pittsburgh,Clark Shaughnessy [1659],,51,13,53,31,56,7
Colgate,Andrew Kerr [995],,49,13,29,31,56,7
Duke,Duke_UNKNOWN_COACH,,21,13,8,31,14,7
Minnesota,George Hauser [806],,32,13,31,31,21,7
Iowa Pre-Flight,Don Faurot [599],,23,13,15,31,10,7
Fort Riley,Fort Riley_UNKNOWN_COACH,,31,13,39,31,14,7
Illinois,Ray Eliot [553],,41,13,47,31,32,7
Ohio State,Paul Brown [205],,37,13,36,31,26,7
Oklahoma,Snorter Luster [1129],,26,13,23,31,32,7
Princeton,Harry Mahnken [1140],,57,13,69,31,69,7
Saint Mary's (CA),James Phelan [1460],,12,13,57,31,32,7
Marquette,Tom Stidham [1753],,32,13,56,31,14,7
North Carolina,Tom Young [2041],,30,13,10,31,26,7
Denver,Mark Duncan [531],,59,13,60,31,46,7
Iowa State,Mike Michalske [1263],,57,13,43,31,46,7
Georgia,Wallace Butts [230],,53,13,40,31,46,7
Utah,Ike Armstrong [48],,26,13,70,31,39,7
Nebraska,Adolph Lewandowski [1094],,63,13,52,31,52,7
Alameda Coast Guard,Joe Verducci [1892],,9,13,42,31,14,7
Texas A&M,Homer Norton [1374],,46,13,21,31,46,7
March Field,March Field_UNKNOWN_COACH,,2,13,9,31,1,7
