Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Tommy Prothro [1497],,13,84,21,131,1,49
Wake Forest,William Tate [1811],,99,84,40,131,62,49
Tampa,Tampa_UNKNOWN_COACH,,39,84,48,131,31,49
William & Mary,Marv Levy [1093],,93,84,74,131,99,49
New Mexico,Bill Weeks [1946],,95,84,109,131,110,49
Dartmouth,Bob Blackman [146],,20,84,22,131,46,49
West Texas A&M,Joe Kerbel [992],,48,84,49,131,76,49
Southern Mississippi,Pie Vann [1887],,37,84,75,131,48,49
California,Ray Willsey [1992],,93,84,63,131,91,49
Cincinnati,Charles Studley [1783],,69,84,67,131,40,49
Tennessee,Doug Dickey [476],,19,84,34,131,21,49
Memphis,Billy Murphy [1329],,32,84,15,131,17,49
Yale,Carmen Cozza [377],,26,84,107,131,58,49
Mississippi,John Vaught [1889],,20,84,3,131,12,49
Clemson,Frank Howard [888],,35,84,65,131,52,49
Purdue,Jack Mollenkopf [1289],,3,84,24,131,9,49
Virginia Tech,Jerry Claiborne [311],,43,84,38,131,24,49
Wyoming,Lloyd Eaton [544],,13,84,12,131,1,49
Kansas State,Doug Weaver [1942],,94,84,119,131,114,49
Kansas,Jack Mitchell [1285],,68,84,99,131,105,49
Penn State,Joe Paterno [1433],,26,84,72,131,43,49
Furman,Robert King [1016],,109,84,105,131,119,49
Buffalo,Doc Urich [1874],,48,84,61,131,52,49
Louisville,Frank Camp [250],,69,84,47,131,85,49
Cornell,Jack Musick [1337],,21,84,26,131,50,49
Missouri,Dan Devine [469],,27,84,57,131,12,49
East Carolina,Clarence Stasavich [1737],,73,84,89,131,105,49
Oregon,Len Casanova [275],,103,84,83,131,114,49
Miami (OH),Bo Schembechler [1631],,14,84,32,131,36,49
Pacific,Doug Scovil [1648],,75,84,112,131,85,49
Bowling Green State,Bob Gibson [684],,58,84,17,131,34,49
Marshall,Charlie Snyder [1718],,73,84,102,131,89,49
