Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Wake Forest,Hank Garrity [677],,63,36,48,61,70,20
Washington & Lee,Jimmy DeHart [456],,61,36,44,61,73,20
William & Mary,J. Wilder Tasker [1808],,49,36,88,61,59,20
Gonzaga,Gus Dorais [512],,5,36,83,61,1,20
Dartmouth,Jesse Hawley [808],,5,36,58,61,1,20
California,Andy Smith [1697],,4,36,9,61,1,20
Sewanee,M.S. Bennett [117],,68,36,31,61,42,20
Tennessee,Mark Banks [75],,89,36,101,61,101,20
Chattanooga,Bill McAllester [1176],,79,36,86,61,112,20
Colorado College,Tefler Meade [1242],,85,36,27,61,37,20
Erskine,Erskine_UNKNOWN_COACH,,97,36,101,61,109,20
Washington & Jefferson,D.C. Morrow [1312],,39,36,4,61,12,20
Yale,Tad Jones [968],,5,36,20,61,1,20
Mississippi,Mississippi_UNKNOWN_COACH,,91,36,101,61,101,20
Purdue,James Phelan [1460],,62,36,82,61,37,20
Clemson,Bud Saunders [1623],,92,36,99,61,101,20
Grinnell,Mike Hyland [914],,44,36,59,61,73,20
Virginia Tech,B.C. Cubbage [410],,77,36,76,61,97,20
Drake,Ossie Solem [1720],,56,36,34,61,70,20
Kansas State,Charlie Bachman [56],,77,36,89,61,81,20
Wyoming,William Dietz [482],,90,36,50,61,77,20
Kansas,Potsy Clark [317],,83,36,66,61,86,20
Penn State,Hugo Bezdek [130],,63,36,23,61,50,20
Furman,Furman_UNKNOWN_COACH,,73,36,29,61,59,20
Cornell,Gilmour Dobie [489],,12,36,95,61,22,20
Missouri,Gwinn Henry [827],,49,36,18,61,22,20
Mercer,Mercer_UNKNOWN_COACH,,43,36,22,61,54,20
Birmingham-Southern,Red Drew [520],,82,36,84,61,54,20
Regis (CO),Regis (CO)_UNKNOWN_COACH,,102,36,101,61,97,20
Oregon,Joseph Maddock [1138],,14,36,47,61,30,20
Vanderbilt,Dan McGugin [1210],,66,36,10,61,46,20
Wisconsin,Jack Ryan [1606],,46,36,68,61,59,20
Colorado State,Harry Hughes [900],,57,36,25,61,12,20
Colgate,Dick Harlow [779],,72,36,101,61,81,20
Duke,Howard Jones [962],,91,36,92,61,97,20
Brigham Young,Alvin Twitchell [1870],,87,36,53,61,86,20
Washington,Enoch Bagshaw [61],,15,36,74,61,37,20
Illinois,Robert Zuppke [2053],,50,36,7,61,50,20
Northern Colorado,George Cooper [354],,102,36,101,61,86,20
Oglethorpe,Jim Robertson [1558],,38,36,28,61,50,20
Princeton,Princeton_UNKNOWN_COACH,,10,36,78,61,12,20
Carnegie Mellon,Walter Steffen [1742],,61,36,5,61,22,20
Kentucky,Fred Murphy [1330],,77,36,64,61,93,20
Utah,Thomas Fitzpatrick [629],,79,36,65,61,73,20
Georgia,George Woodruff [2017],,35,36,12,61,30,20
Nebraska,Fred Dawson [448],,77,36,33,61,77,20
Syracuse,Chick Meehan [1245],,31,36,24,61,22,20
Army,John McEwan [1206],,9,36,35,61,12,20
South Carolina,Sol Metzger [1256],,76,36,37,61,65,20
West Virginia Wesleyan,West Virginia Wesleyan_UNKNOWN_COACH,,34,36,19,61,12,20
Baylor,Frank Bridges [187],,5,36,30,61,1,20
Colorado Mines,William Courtright [372],,84,36,42,61,42,20
Samford,Jenks Gillem [694],,92,36,87,61,111,20
Alabama,Wallace Wade [1902],,30,36,11,61,22,20
Florida,J.A. Van Fleet [1881],,37,36,15,61,59,20
Wofford,Rip Major [1141],,93,36,91,61,101,20
Centre,Harold Ofstie [1398],,35,36,6,61,12,20
Oregon State,Paul Schissler [1635],,51,36,90,61,81,20
Navy,Navy_UNKNOWN_COACH,,55,36,81,61,54,20
Presbyterian,Walter Johnson [955],,96,36,101,61,106,20
Montana State,Ott Romney [1581],,54,36,70,61,81,20
Maryland,Curley Byrd [231],,77,36,80,61,101,20
Millsaps,Zimmie Zimoski [2050],,98,36,94,61,109,20
West Virginia,West Virginia_UNKNOWN_COACH,,44,36,1,61,1,20
Idaho,Robert Mathews [1170],,12,36,51,61,22,20
Virginia,Greasy Neale [1348],,55,36,55,61,77,20
Texas,Edward Stewart [1748],,51,36,45,61,30,20
Western State,A.C. Kruse [1051],,89,36,97,61,93,20
Whitman,Whitman_UNKNOWN_COACH,,38,36,101,61,86,20
Northwestern,Glenn Thistlethwaite [1826],,65,36,93,61,59,20
Southern California,Gus Henderson [824],,8,36,14,61,12,20
Oklahoma State,John Maulbetsch [1172],,46,36,46,61,1,20
