Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Rick Neuheisel [1357],,33,162,81,168,70,83
Middle Tennessee State,Rick Stockstill [1762],,77,162,62,168,99,83
Wake Forest,Jim Grobe [736],,116,162,8,168,26,83
New Mexico,Rocky Long [1116],,48,162,84,168,90,83
Southern Mississippi,Larry Fedora [603],,88,162,58,168,80,83
California,Jeff Tedford [1819],,27,162,29,168,26,83
Cincinnati,Brian Kelly [985],,39,162,30,168,8,83
Troy,Larry Blakeney [150],,50,162,72,168,84,83
Tennessee,Phillip Fulmer [664],,53,162,49,168,93,83
Memphis,Tommy West [1955],,99,162,85,168,75,83
Mississippi,Houston Nutt [1380],,64,162,1,168,29,83
Purdue,Joe Tiller [1840],,37,162,93,168,59,83
Clemson,Tommy Bowden [168],Dabo Swinney [1801],113,162,31,168,43,83
Virginia Tech,Frank Beamer [102],,110,162,12,168,1,83
Temple,Al Golden [704],,78,162,96,168,103,83
Alabama-Birmingham,Neil Callaway [247],,93,162,108,168,95,83
Wyoming,Joe Glenn [700],,51,162,99,168,92,83
Kansas State,Ron Prince [1494],,30,162,103,168,59,83
Kansas,Mark Mangino [1147],,20,162,57,168,53,83
Penn State,Joe Paterno [1433],,11,162,20,168,1,83
Northern Illinois,Jerry Kill [1004],,68,162,86,168,95,83
Buffalo,Turner Gill [692],,63,162,46,168,102,83
Boise State,Chris Petersen [1452],,4,162,32,168,11,83
Louisville,Steve Kragthorpe [1042],,77,162,77,168,51,83
Missouri,Gary Pinkel [1467],,15,162,42,168,36,83
East Carolina,Skip Holtz [877],,95,162,27,168,68,83
Oregon,Mike Bellotti [113],,11,162,25,168,13,83
Miami (OH),Shane Montgomery [1295],,85,162,109,168,120,83
Bowling Green State,Gregg Brandon [179],,81,162,59,168,59,83
Vanderbilt,Bobby Johnson [946],,85,162,10,168,28,83
Marshall,Mark Snyder [1719],,96,162,75,168,72,83
Wisconsin,Bret Bielema [136],,43,162,71,168,47,83
South Florida,Jim Leavitt [1083],,62,162,50,168,52,83
Akron,J.D. Brookhart [194],,75,162,95,168,115,83
Colorado State,Steve Fairchild [590],,29,162,69,168,59,83
Duke,David Cutcliffe [426],,118,162,44,168,59,83
Brigham Young,Bronco Mendenhall [1249],,11,162,65,168,17,83
Washington,Tyrone Willingham [1991],,38,162,119,168,80,83
Louisiana-Lafayette,Rickey Bustle [228],,68,162,80,168,86,83
Illinois,Ron Zook [2052],,39,162,61,168,80,83
Arizona State,Dennis Erickson [576],,31,162,87,168,68,83
Florida International,Mario Cristobal [392],,70,162,90,168,87,83
Florida Atlantic,Howard Schnellenberger [1639],,64,162,76,168,85,83
Rutgers,Greg Schiano [1634],,99,162,35,168,17,83
Kent State,Doug Martin [1159],,83,162,91,168,99,83
Connecticut,Randy Edsall [547],,72,162,40,168,20,83
Arizona,Mike Stoops [1770],,31,162,51,168,15,83
Kentucky,Rich Brooks [195],,54,162,55,168,50,83
Air Force,Troy Calhoun [241],,33,162,64,168,20,83
Utah,Kyle Whittingham [1969],,1,162,4,168,1,83
Georgia,Mark Richt [1548],,12,162,21,168,20,83
Nebraska,Bo Pelini [1444],,18,162,48,168,39,83
Fresno State,Pat Hill [847],,93,162,68,168,64,83
Syracuse,Greg Robinson [1562],,76,162,98,168,117,83
Army,Stan Brock [191],,87,162,102,168,105,83
South Carolina,Steve Spurrier [1728],,52,162,14,168,47,83
Baylor,Art Briles [188],,37,162,111,168,43,83
Eastern Michigan,Jeff Genyk [680],,88,162,89,168,107,83
Florida State,Bobby Bowden [166],,110,162,19,168,24,83
Alabama,Nick Saban [1608],,4,162,9,168,5,83
Florida,Urban Meyer [1259],,6,162,2,168,1,83
Tulsa,Todd Graham [718],,49,162,39,168,70,83
Oregon State,Mike Riley [1550],,16,162,6,168,5,83
Texas Tech,Mike Leach [1079],,11,162,5,168,30,83
Nevada-Las Vegas,Mike Sanford [1616],,50,162,94,168,64,83
Miami (FL),Randy Shannon [1656],,115,162,24,168,55,83
San Jose State,Dick Tomey [1853],,94,162,100,168,75,83
Navy,Ken Niumatalolo [1368],,97,162,36,168,75,83
Maryland,Ralph Friedgen [654],,113,162,17,168,25,83
New Mexico State,Hal Mumme [1326],,97,162,104,168,99,83
Western Kentucky,David Elson [561],,80,162,119,168,115,83
Ohio,Frank Solich [1721],,71,162,106,168,112,83
West Virginia,Bill Stewart [1747],,49,162,33,168,13,83
Boston College,Jeff Jagodzinski [926],,113,162,13,168,20,83
Idaho,Robb Akey [11],,98,162,115,168,95,83
San Diego State,Chuck Long [1115],,64,162,112,168,93,83
Virginia,Al Groh [737],,119,162,28,168,64,83
Texas,Mack Brown [204],,5,162,7,168,31,83
Ball State,Brady Hoke [856],Stan Parrish [1429],35,162,47,168,72,83
Texas-El Paso,Mike Price [1492],,74,162,83,168,103,83
