Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Ed Kezirian [999],Bob Toledo [1849],59,125,28,152,46,60
Middle Tennessee State,Andy McCollum [1190],,83,125,92,152,84,60
Wake Forest,Jim Grobe [736],,62,125,53,152,38,60
New Mexico,Rocky Long [1116],,101,125,72,152,75,60
Southern Mississippi,Jeff Bower [169],,90,125,67,152,49,60
California,Jeff Tedford [1819],,77,125,42,152,33,60
Cincinnati,Rick Minter [1283],,85,125,38,152,73,60
Troy,Larry Blakeney [150],,88,125,117,152,102,60
Tennessee,Phillip Fulmer [664],,23,125,41,152,21,60
Memphis,Tommy West [1955],,103,125,89,152,93,60
Mississippi,David Cutcliffe [426],,27,125,40,152,38,60
Purdue,Joe Tiller [1840],,44,125,64,152,60,60
Clemson,Tommy Bowden [168],,59,125,56,152,27,60
Virginia Tech,Frank Beamer [102],,39,125,19,152,24,60
Temple,Bobby Wallace [1915],,66,125,87,152,75,60
Alabama-Birmingham,Watson Brown [209],,101,125,83,152,89,60
Wyoming,Vic Koenning [1035],,107,125,95,152,110,60
Kansas State,Bill Snyder [1716],,12,125,8,152,33,60
Kansas,Mark Mangino [1147],,78,125,116,152,93,60
Penn State,Joe Paterno [1433],,10,125,35,152,14,60
Northern Illinois,Joe Novak [1376],,23,125,60,152,33,60
Buffalo,Jim Hofher [855],,64,125,114,152,115,60
Boise State,Dan Hawkins [807],,3,125,37,152,27,60
Louisville,John Smith [1705],,88,125,45,152,79,60
Missouri,Gary Pinkel [1467],,45,125,59,152,57,60
East Carolina,Steve Logan [1113],,98,125,46,152,93,60
Oregon,Mike Bellotti [113],,71,125,54,152,44,60
Miami (OH),Terry Hoeppner [853],,33,125,66,152,38,60
Bowling Green State,Urban Meyer [1259],,21,125,74,152,56,60
Vanderbilt,Bobby Johnson [946],,61,125,106,152,86,60
Marshall,Bob Pruett [1498],,23,125,51,152,27,60
South Florida,Jim Leavitt [1083],,13,125,44,152,27,60
Wisconsin,Barry Alvarez [25],,35,125,23,152,16,60
Akron,Lee Owens [1415],,60,125,68,152,113,60
Colorado State,Sonny Lubick [1124],,72,125,25,152,67,60
Duke,Carl Franks [648],,79,125,96,152,82,60
Brigham Young,Gary Crowton [408],,106,125,70,152,97,60
