Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Pepper Rodgers [1572],,15,111,14,147,8,56
Wake Forest,Tom Harper [784],,96,111,108,147,85,56
Tampa,Tampa_UNKNOWN_COACH,,19,111,38,147,8,56
New Mexico,Rudy Feldman [604],,113,111,103,147,104,56
William & Mary,James Root [1584],,73,111,79,147,104,56
Dartmouth,John Crouthamel [400],,11,111,18,147,8,56
West Texas A&M,Gene Mayfield [1173],,71,111,90,147,120,56
Southern Mississippi,P.W. Underwood [1872],,64,111,92,147,117,56
California,Mike White [1964],,106,111,68,147,90,56
Cincinnati,Ray Callahan [244],,107,111,123,147,128,56
Tennessee,Bill Battle [97],,11,111,6,147,17,56
Chattanooga,Harold Wilkes [1978],,76,111,119,147,115,56
Memphis,Fred Pancoast [1423],,27,111,66,147,59,56
Yale,Carmen Cozza [377],,64,111,11,147,1,56
Mississippi,Billy Kinard [1007],,23,111,80,147,45,56
Clemson,Cecil Ingram [918],,88,111,93,147,55,56
Purdue,Bob DeMoss [458],,31,111,84,147,45,56
Virginia Tech,Charles Coffey [330],,72,111,39,147,17,56
Temple,Wayne Hardin [773],,66,111,82,147,90,56
Drake,Jack Wallace [1917],,15,111,87,147,12,56
Kansas State,Vince Gibson [686],,103,111,45,147,94,56
Wyoming,Fritz Shurmur [1684],,117,111,48,147,109,56
Kansas,Don Fambrough [592],,101,111,32,147,98,56
Penn State,Joe Paterno [1433],,13,111,26,147,23,56
Furman,Robert King [1016],,87,111,122,147,115,56
Long Beach State,Jim Strangeland [1776],,83,111,100,147,104,56
Northern Illinois,Jerry Ippoliti [922],,55,111,71,147,69,56
Cornell,Jack Musick [1337],,72,111,15,147,12,56
Louisville,Lee Corso [364],,10,111,27,147,1,56
Missouri,Al Onofrio [1405],,99,111,13,147,85,56
Texas-Arlington,John Symank [1803],,109,111,97,147,119,56
East Carolina,Sonny Randle [1515],,14,111,65,147,45,56
Oregon,Dick Enright [572],,98,111,86,147,94,56
Miami (OH),Bill Mallory [1144],,55,111,74,147,45,56
Pacific,Chester Caddas [234],,22,111,78,147,29,56
Bowling Green State,Don Nehlen [1352],,25,111,59,147,41,56
Marshall,Jack Lengyel [1087],,61,111,124,147,109,56
Vanderbilt,Bill Pace [1417],,45,111,98,147,79,56
Wisconsin,John Jardine [934],,79,111,85,147,62,56
Colorado State,Jerry Wampfler [1919],,118,111,125,147,121,56
Colgate,Neil Wheelwright [1957],,72,111,101,147,17,56
Duke,Mike McGee [1208],,87,111,61,147,45,56
Brigham Young,LaVell Edwards [550],,95,111,64,147,90,56
Washington,Jim Owens [1414],,59,111,23,147,23,56
Illinois,Bob Blackman [146],,51,111,105,147,52,56
Arizona State,Frank Kush [1054],,57,111,22,147,82,56
Kent State,Don James [928],,55,111,50,147,39,56
Rutgers,John Bateman [92],,78,111,88,147,98,56
Princeton,Jake McCandless [1181],,74,111,62,147,23,56
Arizona,Bob Weber [1945],,112,111,91,147,98,56
Kentucky,John Ray [1517],,43,111,106,147,69,56
Air Force,Ben Martin [1157],,62,111,34,147,79,56
Utah,Bill Meek [1246],,93,111,58,147,94,56
Georgia,Vince Dooley [509],,18,111,31,147,23,56
Nebraska,Bob Devaney [468],,15,111,10,147,12,56
Fresno State,Darryl Rogers [1574],,26,111,76,147,33,56
Syracuse,Ben Schwartzwalder [1644],,86,111,52,147,65,56
Army,Thomas Cahill [236],,52,111,51,147,69,56
Wichita State,Bob Seaman [1649],,97,111,113,147,121,56
South Carolina,Paul Dietzel [483],,89,111,77,147,57,56
Baylor,Grant Teaff [1816],,98,111,40,147,45,56
Florida State,Larry Jones [965],,61,111,43,147,59,56
Southern Illinois,Southern Illinois_UNKNOWN_COACH,,59,111,128,147,124,56
Florida,Doug Dickey [476],,25,111,55,147,41,56
Alabama,Bear Bryant [215],,9,111,5,147,12,56
Tulsa,F. Dry [526],Claude Gibson [685],103,111,24,147,98,56
Oregon State,Dee Andros [41],,101,111,96,147,85,56
Texas Tech,Jim Carlen [264],,83,111,30,147,41,56
